"sex" "age" "period" "region" "outcome" "cases" "pop"
"53" 1 3 5 1 "Deaths" 14 100816
"54" 2 3 5 1 "Deaths" 9 108126
"55" 1 4 5 1 "Deaths" 16 95041
"56" 2 4 5 1 "Deaths" 13 107005
"57" 1 5 5 1 "Deaths" 9 54598
"58" 2 5 5 1 "Deaths" 21 76874
"59" 1 6 5 1 "Deaths" 7 17745
"60" 2 6 5 1 "Deaths" 9 42653
"61" 1 1 6 1 "Deaths" 23 442933
"62" 2 1 6 1 "Deaths" 19 428418
"63" 1 2 6 1 "Deaths" 9 124184
"64" 2 2 6 1 "Deaths" 7 129926
"65" 1 3 6 1 "Deaths" 13 104644
"66" 2 3 6 1 "Deaths" 6 111824
"67" 1 4 6 1 "Deaths" 20 90457
"68" 2 4 6 1 "Deaths" 22 103359
"69" 1 5 6 1 "Deaths" 17 61160
"70" 2 5 6 1 "Deaths" 27 83622
"71" 1 6 6 1 "Deaths" 8 19115
"72" 2 6 6 1 "Deaths" 10 45273
"73" 1 1 7 1 "Deaths" 20 425109
"74" 2 1 7 1 "Deaths" 21 409666
"75" 1 2 7 1 "Deaths" 9 127520
"76" 2 2 7 1 "Deaths" 7 133635
"77" 1 3 7 1 "Deaths" 15 107951
"78" 2 3 7 1 "Deaths" 11 115144
"79" 1 4 7 1 "Deaths" 21 86760
"80" 2 4 7 1 "Deaths" 16 100299
"81" 1 5 7 1 "Deaths" 20 66767
"82" 2 5 7 1 "Deaths" 17 89593
"83" 1 6 7 1 "Deaths" 6 20977
"84" 2 6 7 1 "Deaths" 10 48572
"85" 1 1 8 1 "Deaths" 21 413579
"86" 2 1 8 1 "Deaths" 20 398258
"87" 1 2 8 1 "Deaths" 13 131724
"88" 2 2 8 1 "Deaths" 7 137337
"89" 1 3 8 1 "Deaths" 18 109675
"90" 2 3 8 1 "Deaths" 11 117342
"91" 1 4 8 1 "Deaths" 19 85734
"92" 2 4 8 1 "Deaths" 15 98988
"93" 1 5 8 1 "Deaths" 33 69491
"94" 2 5 8 1 "Deaths" 16 93222
"95" 1 6 8 1 "Deaths" 11 24300
"96" 2 6 8 1 "Deaths" 8 53926
"97" 1 1 9 1 "Deaths" 21 402049
"98" 2 1 9 1 "Deaths" 20 386850
"99" 1 2 9 1 "Deaths" 14 135928
"100" 2 2 9 1 "Deaths" 15 141039
"101" 1 3 9 1 "Deaths" 12 111399
"102" 2 3 9 1 "Deaths" 16 119540
"103" 1 4 9 1 "Deaths" 19 84708
"104" 2 4 9 1 "Deaths" 25 97677
"105" 1 5 9 1 "Deaths" 19 72215
"106" 2 5 9 1 "Deaths" 21 96851
"107" 1 6 9 1 "Deaths" 8 27623
"108" 2 6 9 1 "Deaths" 12 59280
"109" 1 1 10 1 "Deaths" 19 394996
"110" 2 1 10 1 "Deaths" 17 379424
"111" 1 2 10 1 "Deaths" 9 137230
"112" 2 2 10 1 "Deaths" 10 141607
"113" 1 3 10 1 "Deaths" 15 113865
"114" 2 3 10 1 "Deaths" 12 122602
"115" 1 4 10 1 "Deaths" 25 86971
"116" 2 4 10 1 "Deaths" 18 100078
"117" 1 5 10 1 "Deaths" 26 71251
"118" 2 5 10 1 "Deaths" 28 95874
"119" 1 6 10 1 "Deaths" 15 30945
"120" 2 6 10 1 "Deaths" 16 64290
"121" 1 1 1 2 "Deaths" 16 62637
"122" 2 1 1 2 "Deaths" 17 59668
"123" 1 2 1 2 "Deaths" 6 13605
"124" 2 2 1 2 "Deaths" 4 12777
"125" 1 3 1 2 "Deaths" 6 12739
"126" 2 3 1 2 "Deaths" 4 12065
"127" 1 4 1 2 "Deaths" 7 10907
"128" 2 4 1 2 "Deaths" 4 11866
"129" 1 5 1 2 "Deaths" 5 5989
"130" 2 5 1 2 "Deaths" 4 8229
"131" 1 6 1 2 "Deaths" 4 1998
"132" 2 6 1 2 "Deaths" 4 4370
"133" 1 1 2 2 "Deaths" 17 61578
"134" 2 1 2 2 "Deaths" 16 58882
"135" 1 2 2 2 "Deaths" 4 14274
"136" 2 2 2 2 "Deaths" 5 13431
"137" 1 3 2 2 "Deaths" 8 12252
"138" 2 3 2 2 "Deaths" 4 11767
"139" 1 4 2 2 "Deaths" 5 11523
"140" 2 4 2 2 "Deaths" 6 12245
"141" 1 5 2 2 "Deaths" 4 6321
"142" 2 5 2 2 "Deaths" 4 8601
"143" 1 6 2 2 "Deaths" 4 2163
"144" 2 6 2 2 "Deaths" 4 4760
"145" 1 1 3 2 "Deaths" 16 60622
"146" 2 1 3 2 "Deaths" 16 58352
"147" 1 2 3 2 "Deaths" 7 14981
"148" 2 2 3 2 "Deaths" 5 13996
"149" 1 3 3 2 "Deaths" 7 12192
"150" 2 3 3 2 "Deaths" 5 11678
"151" 1 4 3 2 "Deaths" 7 11938
"152" 2 4 3 2 "Deaths" 4 12389
"153" 1 5 3 2 "Deaths" 7 6755
"154" 2 5 3 2 "Deaths" 9 9181
"155" 1 6 3 2 "Deaths" 4 2360
"156" 2 6 3 2 "Deaths" 4 5128
"157" 1 1 4 2 "Deaths" 19 59666
"158" 2 1 4 2 "Deaths" 17 57822
"159" 1 2 4 2 "Deaths" 4 15688
"160" 2 2 4 2 "Deaths" 4 14561
"161" 1 3 4 2 "Deaths" 4 12132
"162" 2 3 4 2 "Deaths" 4 11589
"163" 1 4 4 2 "Deaths" 8 12353
"164" 2 4 4 2 "Deaths" 4 12533
"165" 1 5 4 2 "Deaths" 9 7189
"166" 2 5 4 2 "Deaths" 6 9761
"167" 1 6 4 2 "Deaths" 4 2557
"168" 2 6 4 2 "Deaths" 4 5496
"169" 1 1 5 2 "Deaths" 18 58833
"170" 2 1 5 2 "Deaths" 19 57043
"171" 1 2 5 2 "Deaths" 4 16698
"172" 2 2 5 2 "Deaths" 6 15488
"173" 1 3 5 2 "Deaths" 6 12929
"174" 2 3 5 2 "Deaths" 6 12285
"175" 1 4 5 2 "Deaths" 7 12159
"176" 2 4 5 2 "Deaths" 8 12290
"177" 1 5 5 2 "Deaths" 9 7789
"178" 2 5 5 2 "Deaths" 6 10254
"179" 1 6 5 2 "Deaths" 5 2796
"180" 2 6 5 2 "Deaths" 5 5941
"181" 1 1 6 2 "Deaths" 17 58083
"182" 2 1 6 2 "Deaths" 19 56193
"183" 1 2 6 2 "Deaths" 4 17798
"184" 2 2 6 2 "Deaths" 5 16526
"185" 1 3 6 2 "Deaths" 4 14025
"186" 2 3 6 2 "Deaths" 4 13233
"187" 1 4 6 2 "Deaths" 7 11751
"188" 2 4 6 2 "Deaths" 5 11914
"189" 1 5 6 2 "Deaths" 8 8439
"190" 2 5 6 2 "Deaths" 7 10732
"191" 1 6 6 2 "Deaths" 5 3044
"192" 2 6 6 2 "Deaths" 6 6389
"193" 1 1 7 2 "Deaths" 16 57532
"194" 2 1 7 2 "Deaths" 16 55522
"195" 1 2 7 2 "Deaths" 5 18828
"196" 2 2 7 2 "Deaths" 4 17580
"197" 1 3 7 2 "Deaths" 4 15016
"198" 2 3 7 2 "Deaths" 4 14119
"199" 1 4 7 2 "Deaths" 6 11456
"200" 2 4 7 2 "Deaths" 6 11639
"201" 1 5 7 2 "Deaths" 5 9049
"202" 2 5 7 2 "Deaths" 7 11143
"203" 1 6 7 2 "Deaths" 4 3329
"204" 2 6 7 2 "Deaths" 7 6894
"205" 1 1 8 2 "Deaths" 17 57712
"206" 2 1 8 2 "Deaths" 16 55438
"207" 1 2 8 2 "Deaths" 4 19607
"208" 2 2 8 2 "Deaths" 5 18666
"209" 1 3 8 2 "Deaths" 7 15736
"210" 2 3 8 2 "Deaths" 6 14802
"211" 1 4 8 2 "Deaths" 4 11476
"212" 2 4 8 2 "Deaths" 5 11646
"213" 1 5 8 2 "Deaths" 6 9511
"214" 2 5 8 2 "Deaths" 4 11386
"215" 1 6 8 2 "Deaths" 5 3687
"216" 2 6 8 2 "Deaths" 7 7494
"217" 1 1 9 2 "Deaths" 16 57892
"218" 2 1 9 2 "Deaths" 17 55354
"219" 1 2 9 2 "Deaths" 6 20386
"220" 2 2 9 2 "Deaths" 4 19752
"221" 1 3 9 2 "Deaths" 6 16456
"222" 2 3 9 2 "Deaths" 6 15485
"223" 1 4 9 2 "Deaths" 6 11496
"224" 2 4 9 2 "Deaths" 6 11653
"225" 1 5 9 2 "Deaths" 8 9973
"226" 2 5 9 2 "Deaths" 6 11629
"227" 1 6 9 2 "Deaths" 6 4045
"228" 2 6 9 2 "Deaths" 6 8094
"229" 1 1 10 2 "Deaths" 17 58053
"230" 2 1 10 2 "Deaths" 17 55396
"231" 1 2 10 2 "Deaths" 4 20798
"232" 2 2 10 2 "Deaths" 4 20177
"233" 1 3 10 2 "Deaths" 7 17160
"234" 2 3 10 2 "Deaths" 6 16130
"235" 1 4 10 2 "Deaths" 8 12029
"236" 2 4 10 2 "Deaths" 6 12253
"237" 1 5 10 2 "Deaths" 9 9795
"238" 2 5 10 2 "Deaths" 5 11450
"239" 1 6 10 2 "Deaths" 5 4420
"240" 2 6 10 2 "Deaths" 9 8582
"241" 1 1 1 3 "Deaths" 16 82810
"242" 2 1 1 3 "Deaths" 17 78847
"243" 1 2 1 3 "Deaths" 4 18148
"244" 2 2 1 3 "Deaths" 4 16758
"245" 1 3 1 3 "Deaths" 8 16795
"246" 2 3 1 3 "Deaths" 5 15682
"247" 1 4 1 3 "Deaths" 5 12802
"248" 2 4 1 3 "Deaths" 6 13320
"249" 1 5 1 3 "Deaths" 5 6210
"250" 2 5 1 3 "Deaths" 4 8645
"251" 1 6 1 3 "Deaths" 4 2158
"252" 2 6 1 3 "Deaths" 5 4536
"253" 1 1 2 3 "Deaths" 16 80155
"254" 2 1 2 3 "Deaths" 17 76574
"255" 1 2 2 3 "Deaths" 4 18724
"256" 2 2 2 3 "Deaths" 4 17298
"257" 1 3 2 3 "Deaths" 6 16312
"258" 2 3 2 3 "Deaths" 5 15357
"259" 1 4 2 3 "Deaths" 5 13659
"260" 2 4 2 3 "Deaths" 6 14010
"261" 1 5 2 3 "Deaths" 6 6575
"262" 2 5 2 3 "Deaths" 6 9017
"263" 1 6 2 3 "Deaths" 5 2375
"264" 2 6 2 3 "Deaths" 4 5010
"265" 1 1 3 3 "Deaths" 17 78092
"266" 2 1 3 3 "Deaths" 19 74678
"267" 1 2 3 3 "Deaths" 5 19126
"268" 2 2 3 3 "Deaths" 6 17797
"269" 1 3 3 3 "Deaths" 5 16091
"270" 2 3 3 3 "Deaths" 4 15209
"271" 1 4 3 3 "Deaths" 5 14300
"272" 2 4 3 3 "Deaths" 4 14489
"273" 1 5 3 3 "Deaths" 7 7288
"274" 2 5 3 3 "Deaths" 5 9729
"275" 1 6 3 3 "Deaths" 5 2542
"276" 2 6 3 3 "Deaths" 5 5424
"277" 1 1 4 3 "Deaths" 19 76029
"278" 2 1 4 3 "Deaths" 18 72782
"279" 1 2 4 3 "Deaths" 4 19528
"280" 2 2 4 3 "Deaths" 5 18296
"281" 1 3 4 3 "Deaths" 6 15870
"282" 2 3 4 3 "Deaths" 4 15061
"283" 1 4 4 3 "Deaths" 10 14941
"284" 2 4 4 3 "Deaths" 6 14968
"285" 1 5 4 3 "Deaths" 6 8001
"286" 2 5 4 3 "Deaths" 4 10441
"287" 1 6 4 3 "Deaths" 4 2709
"288" 2 6 4 3 "Deaths" 4 5838
"289" 1 1 5 3 "Deaths" 16 73919
"290" 2 1 5 3 "Deaths" 16 70651
"291" 1 2 5 3 "Deaths" 4 20081
"292" 2 2 5 3 "Deaths" 4 19026
"293" 1 3 5 3 "Deaths" 4 16427
"294" 2 3 5 3 "Deaths" 4 15557
"295" 1 4 5 3 "Deaths" 4 14795
"296" 2 4 5 3 "Deaths" 5 14790
"297" 1 5 5 3 "Deaths" 5 8784
"298" 2 5 5 3 "Deaths" 4 11229
"299" 1 6 5 3 "Deaths" 4 2976
"300" 2 6 5 3 "Deaths" 5 6288
"301" 1 1 6 3 "Deaths" 17 71771
"302" 2 1 6 3 "Deaths" 17 68467
"303" 1 2 6 3 "Deaths" 4 20691
"304" 2 2 6 3 "Deaths" 4 19852
"305" 1 3 6 3 "Deaths" 4 17239
"306" 2 3 6 3 "Deaths" 5 16285
"307" 1 4 6 3 "Deaths" 7 14381
"308" 2 4 6 3 "Deaths" 5 14390
"309" 1 5 6 3 "Deaths" 6 9570
"310" 2 5 6 3 "Deaths" 6 12047
"311" 1 6 6 3 "Deaths" 6 3276
"312" 2 6 6 3 "Deaths" 4 6760
"313" 1 1 7 3 "Deaths" 16 70099
"314" 2 1 7 3 "Deaths" 18 66717
"315" 1 2 7 3 "Deaths" 5 21403
"316" 2 2 7 3 "Deaths" 4 20718
"317" 1 3 7 3 "Deaths" 4 17994
"318" 2 3 7 3 "Deaths" 6 16972
"319" 1 4 7 3 "Deaths" 8 14058
"320" 2 4 7 3 "Deaths" 5 14106
"321" 1 5 7 3 "Deaths" 7 10312
"322" 2 5 7 3 "Deaths" 8 12764
"323" 1 6 7 3 "Deaths" 4 3616
"324" 2 6 7 3 "Deaths" 4 7292
"325" 1 1 8 3 "Deaths" 16 69802
"326" 2 1 8 3 "Deaths" 16 66353
"327" 1 2 8 3 "Deaths" 5 22419
"328" 2 2 8 3 "Deaths" 4 21777
"329" 1 3 8 3 "Deaths" 8 18541
"330" 2 3 8 3 "Deaths" 4 17561
"331" 1 4 8 3 "Deaths" 4 13982
"332" 2 4 8 3 "Deaths" 5 14143
"333" 1 5 8 3 "Deaths" 8 10850
"334" 2 5 8 3 "Deaths" 7 13187
"335" 1 6 8 3 "Deaths" 4 4071
"336" 2 6 8 3 "Deaths" 5 8007
"337" 1 1 9 3 "Deaths" 17 69505
"338" 2 1 9 3 "Deaths" 18 65989
"339" 1 2 9 3 "Deaths" 5 23435
"340" 2 2 9 3 "Deaths" 4 22836
"341" 1 3 9 3 "Deaths" 5 19088
"342" 2 3 9 3 "Deaths" 5 18150
"343" 1 4 9 3 "Deaths" 8 13906
"344" 2 4 9 3 "Deaths" 8 14180
"345" 1 5 9 3 "Deaths" 6 11388
"346" 2 5 9 3 "Deaths" 5 13610
"347" 1 6 9 3 "Deaths" 4 4526
"348" 2 6 9 3 "Deaths" 5 8722
"349" 1 1 10 3 "Deaths" 17 69368
"350" 2 1 10 3 "Deaths" 16 65838
"351" 1 2 10 3 "Deaths" 4 24031
"352" 2 2 10 3 "Deaths" 4 23309
"353" 1 3 10 3 "Deaths" 5 19635
"354" 2 3 10 3 "Deaths" 4 18897
"355" 1 4 10 3 "Deaths" 6 14497
"356" 2 4 10 3 "Deaths" 6 14728
"357" 1 5 10 3 "Deaths" 7 11324
"358" 2 5 10 3 "Deaths" 7 13498
"359" 1 6 10 3 "Deaths" 9 4955
"360" 2 6 10 3 "Deaths" 5 9359
"361" 1 1 1 4 "Deaths" 17 112658
"362" 2 1 1 4 "Deaths" 17 105807
"363" 1 2 1 4 "Deaths" 4 25340
"364" 2 2 1 4 "Deaths" 5 23173
"365" 1 3 1 4 "Deaths" 6 22502
"366" 2 3 1 4 "Deaths" 5 21756
"367" 1 4 1 4 "Deaths" 4 17819
"368" 2 4 1 4 "Deaths" 8 18880
"369" 1 5 1 4 "Deaths" 5 8607
"370" 2 5 1 4 "Deaths" 7 12526
"371" 1 6 1 4 "Deaths" 4 3029
"372" 2 6 1 4 "Deaths" 4 6201
"373" 1 1 2 4 "Deaths" 18 108908
"374" 2 1 2 4 "Deaths" 16 102483
"375" 1 2 2 4 "Deaths" 6 26401
"376" 2 2 2 4 "Deaths" 4 24066
"377" 1 3 2 4 "Deaths" 5 21810
"378" 2 3 2 4 "Deaths" 6 21002
"379" 1 4 2 4 "Deaths" 8 18881
"380" 2 4 2 4 "Deaths" 4 19828
"381" 1 5 2 4 "Deaths" 5 9072
"382" 2 5 2 4 "Deaths" 6 12972
"383" 1 6 2 4 "Deaths" 4 3376
"384" 2 6 2 4 "Deaths" 6 6897
"385" 1 1 3 4 "Deaths" 17 105203
"386" 2 1 3 4 "Deaths" 17 99075
"387" 1 2 3 4 "Deaths" 7 26744
"388" 2 2 3 4 "Deaths" 6 24433
"389" 1 3 3 4 "Deaths" 5 21621
"390" 2 3 3 4 "Deaths" 5 20668
"391" 1 4 3 4 "Deaths" 10 19441
"392" 2 4 3 4 "Deaths" 5 20464
"393" 1 5 3 4 "Deaths" 9 10058
"394" 2 5 3 4 "Deaths" 5 13770
"395" 1 6 3 4 "Deaths" 4 3665
"396" 2 6 3 4 "Deaths" 5 7657
"397" 1 1 4 4 "Deaths" 16 101498
"398" 2 1 4 4 "Deaths" 16 95667
"399" 1 2 4 4 "Deaths" 4 27087
"400" 2 2 4 4 "Deaths" 5 24800
"401" 1 3 4 4 "Deaths" 6 21432
"402" 2 3 4 4 "Deaths" 5 20334
"403" 1 4 4 4 "Deaths" 11 20001
"404" 2 4 4 4 "Deaths" 10 21100
"405" 1 5 4 4 "Deaths" 6 11044
"406" 2 5 4 4 "Deaths" 6 14568
"407" 1 6 4 4 "Deaths" 6 3954
"408" 2 6 4 4 "Deaths" 6 8417
"409" 1 1 5 4 "Deaths" 16 98240
"410" 2 1 5 4 "Deaths" 16 92402
"411" 1 2 5 4 "Deaths" 8 27337
"412" 2 2 5 4 "Deaths" 4 25371
"413" 1 3 5 4 "Deaths" 7 22455
"414" 2 3 5 4 "Deaths" 5 21150
"415" 1 4 5 4 "Deaths" 9 19582
"416" 2 4 5 4 "Deaths" 7 20596
"417" 1 5 5 4 "Deaths" 8 12044
"418" 2 5 5 4 "Deaths" 5 15584
"419" 1 6 5 4 "Deaths" 4 4288
"420" 2 6 5 4 "Deaths" 7 8971
"421" 1 1 6 4 "Deaths" 18 95162
"422" 2 1 6 4 "Deaths" 17 89182
"423" 1 2 6 4 "Deaths" 6 27557
"424" 2 2 6 4 "Deaths" 5 26013
"425" 1 3 6 4 "Deaths" 8 23881
"426" 2 3 6 4 "Deaths" 5 22368
"427" 1 4 6 4 "Deaths" 8 18822
"428" 2 4 6 4 "Deaths" 8 19690
"429" 1 5 6 4 "Deaths" 6 13052
"430" 2 5 6 4 "Deaths" 8 16680
"431" 1 6 6 4 "Deaths" 5 4626
"432" 2 6 6 4 "Deaths" 4 9463
"433" 1 1 7 4 "Deaths" 17 92403
"434" 2 1 7 4 "Deaths" 18 86297
"435" 1 2 7 4 "Deaths" 5 27902
"436" 2 2 7 4 "Deaths" 4 26682
"437" 1 3 7 4 "Deaths" 9 25020
"438" 2 3 7 4 "Deaths" 9 23356
"439" 1 4 7 4 "Deaths" 9 18303
"440" 2 4 7 4 "Deaths" 7 19008
"441" 1 5 7 4 "Deaths" 6 13929
"442" 2 5 7 4 "Deaths" 12 17617
"443" 1 6 7 4 "Deaths" 5 5033
"444" 2 6 7 4 "Deaths" 11 10082
"445" 1 1 8 4 "Deaths" 16 90691
"446" 2 1 8 4 "Deaths" 18 84407
"447" 1 2 8 4 "Deaths" 5 28613
"448" 2 2 8 4 "Deaths" 4 27439
"449" 1 3 8 4 "Deaths" 6 25290
"450" 2 3 8 4 "Deaths" 4 23684
"451" 1 4 8 4 "Deaths" 10 18478
"452" 2 4 8 4 "Deaths" 5 18939
"453" 1 5 8 4 "Deaths" 9 14417
"454" 2 5 8 4 "Deaths" 7 18090
"455" 1 6 8 4 "Deaths" 5 5629
"456" 2 6 8 4 "Deaths" 7 11110
"457" 1 1 9 4 "Deaths" 18 88979
"458" 2 1 9 4 "Deaths" 16 82517
"459" 1 2 9 4 "Deaths" 7 29324
"460" 2 2 9 4 "Deaths" 6 28196
"461" 1 3 9 4 "Deaths" 10 25560
"462" 2 3 9 4 "Deaths" 7 24012
"463" 1 4 9 4 "Deaths" 9 18653
"464" 2 4 9 4 "Deaths" 10 18870
"465" 1 5 9 4 "Deaths" 9 14905
"466" 2 5 9 4 "Deaths" 5 18563
"467" 1 6 9 4 "Deaths" 6 6225
"468" 2 6 9 4 "Deaths" 6 12138
"469" 1 1 10 4 "Deaths" 16 88570
"470" 2 1 10 4 "Deaths" 17 82070
"471" 1 2 10 4 "Deaths" 4 29651
"472" 2 2 10 4 "Deaths" 4 28372
"473" 1 3 10 4 "Deaths" 8 25884
"474" 2 3 10 4 "Deaths" 4 24611
"475" 1 4 10 4 "Deaths" 6 19560
"476" 2 4 10 4 "Deaths" 8 19625
"477" 1 5 10 4 "Deaths" 7 14870
"478" 2 5 10 4 "Deaths" 8 18279
"479" 1 6 10 4 "Deaths" 7 6831
"480" 2 6 10 4 "Deaths" 4 13034
"481" 1 1 1 5 "Deaths" 16 67749
"482" 2 1 1 5 "Deaths" 17 62814
"483" 1 2 1 5 "Deaths" 4 14811
"484" 2 2 1 5 "Deaths" 5 13664
"485" 1 3 1 5 "Deaths" 6 14171
"486" 2 3 1 5 "Deaths" 4 12911
"487" 1 4 1 5 "Deaths" 5 10516
"488" 2 4 1 5 "Deaths" 7 10852
"489" 1 5 1 5 "Deaths" 5 4858
"490" 2 5 1 5 "Deaths" 5 7186
"491" 1 6 1 5 "Deaths" 4 1901
"492" 2 6 1 5 "Deaths" 4 3734
"493" 1 1 2 5 "Deaths" 16 65061
"494" 2 1 2 5 "Deaths" 16 60449
"495" 1 2 2 5 "Deaths" 5 15284
"496" 2 2 2 5 "Deaths" 4 14024
"497" 1 3 2 5 "Deaths" 5 13675
"498" 2 3 2 5 "Deaths" 4 12528
"499" 1 4 2 5 "Deaths" 9 11312
"500" 2 4 2 5 "Deaths" 6 11448
"501" 1 5 2 5 "Deaths" 6 5125
"502" 2 5 2 5 "Deaths" 4 7445
"503" 1 6 2 5 "Deaths" 5 2074
"504" 2 6 2 5 "Deaths" 5 4122
"505" 1 1 3 5 "Deaths" 17 62739
"506" 2 1 3 5 "Deaths" 17 58392
"507" 1 2 3 5 "Deaths" 5 15614
"508" 2 2 3 5 "Deaths" 5 14212
"509" 1 3 3 5 "Deaths" 5 13253
"510" 2 3 3 5 "Deaths" 4 12338
"511" 1 4 3 5 "Deaths" 7 11830
"512" 2 4 3 5 "Deaths" 4 11839
"513" 1 5 3 5 "Deaths" 4 5688
"514" 2 5 3 5 "Deaths" 5 7818
"515" 1 6 3 5 "Deaths" 5 2183
"516" 2 6 3 5 "Deaths" 4 4504
"517" 1 1 4 5 "Deaths" 17 60417
"518" 2 1 4 5 "Deaths" 18 56335
"519" 1 2 4 5 "Deaths" 6 15944
"520" 2 2 4 5 "Deaths" 4 14400
"521" 1 3 4 5 "Deaths" 6 12831
"522" 2 3 4 5 "Deaths" 4 12148
"523" 1 4 4 5 "Deaths" 6 12348
"524" 2 4 4 5 "Deaths" 8 12230
"525" 1 5 4 5 "Deaths" 4 6251
"526" 2 5 4 5 "Deaths" 8 8191
"527" 1 6 4 5 "Deaths" 5 2292
"528" 2 6 4 5 "Deaths" 5 4886
"529" 1 1 5 5 "Deaths" 16 58442
"530" 2 1 5 5 "Deaths" 16 54428
"531" 1 2 5 5 "Deaths" 4 16212
"532" 2 2 5 5 "Deaths" 4 14726
"533" 1 3 5 5 "Deaths" 6 13226
"534" 2 3 5 5 "Deaths" 4 12501
"535" 1 4 5 5 "Deaths" 5 12191
"536" 2 4 5 5 "Deaths" 9 12011
"537" 1 5 5 5 "Deaths" 9 6916
"538" 2 5 5 5 "Deaths" 6 8827
"539" 1 6 5 5 "Deaths" 5 2429
"540" 2 6 5 5 "Deaths" 4 5206
"541" 1 1 6 5 "Deaths" 16 56562
"542" 2 1 6 5 "Deaths" 17 52598
"543" 1 2 6 5 "Deaths" 8 16468
"544" 2 2 6 5 "Deaths" 4 15098
"545" 1 3 6 5 "Deaths" 4 13874
"546" 2 3 6 5 "Deaths" 4 13051
"547" 1 4 6 5 "Deaths" 5 11827
"548" 2 4 6 5 "Deaths" 5 11581
"549" 1 5 6 5 "Deaths" 8 7626
"550" 2 5 6 5 "Deaths" 7 9559
"551" 1 6 6 5 "Deaths" 5 2577
"552" 2 6 6 5 "Deaths" 6 5482
"553" 1 1 7 5 "Deaths" 18 55105
"554" 2 1 7 5 "Deaths" 17 51063
"555" 1 2 7 5 "Deaths" 4 16748
"556" 2 2 7 5 "Deaths" 4 15476
"557" 1 3 7 5 "Deaths" 5 14454
"558" 2 3 7 5 "Deaths" 4 13505
"559" 1 4 7 5 "Deaths" 5 11499
"560" 2 4 7 5 "Deaths" 7 11258
"561" 1 5 7 5 "Deaths" 4 8262
"562" 2 5 7 5 "Deaths" 6 10157
"563" 1 6 7 5 "Deaths" 5 2776
"564" 2 6 7 5 "Deaths" 4 5829
"565" 1 1 8 5 "Deaths" 16 54782
"566" 2 1 8 5 "Deaths" 16 50411
"567" 1 2 8 5 "Deaths" 4 17126
"568" 2 2 8 5 "Deaths" 4 15838
"569" 1 3 8 5 "Deaths" 5 14780
"570" 2 3 8 5 "Deaths" 4 13706
"571" 1 4 8 5 "Deaths" 5 11353
"572" 2 4 8 5 "Deaths" 5 11248
"573" 1 5 8 5 "Deaths" 5 8726
"574" 2 5 8 5 "Deaths" 6 10400
"575" 1 6 8 5 "Deaths" 5 3151
"576" 2 6 8 5 "Deaths" 7 6334
"577" 1 1 9 5 "Deaths" 18 54459
"578" 2 1 9 5 "Deaths" 17 49759
"579" 1 2 9 5 "Deaths" 4 17504
"580" 2 2 9 5 "Deaths" 4 16200
"581" 1 3 9 5 "Deaths" 5 15106
