"sex" "age" "period" "region" "outcome" "cases" "pop" "casosPred" "casosO" "PredHasta" "mod"
"518" 2 1 4 5 "Incidence" NA 56335 16 20 "1995_1996" 2
"519" 1 2 4 5 "Incidence" NA 15944 5 6 "1995_1996" 2
"520" 2 2 4 5 "Incidence" NA 14400 5 4 "1995_1996" 2
"521" 1 3 4 5 "Incidence" NA 12831 6 7 "1995_1996" 2
"522" 2 3 4 5 "Incidence" NA 12148 6 6 "1995_1996" 2
"523" 1 4 4 5 "Incidence" NA 12348 7 7 "1995_1996" 2
"524" 2 4 4 5 "Incidence" NA 12230 8 7 "1995_1996" 2
"525" 1 5 4 5 "Incidence" NA 6251 5 4 "1995_1996" 2
"526" 2 5 4 5 "Incidence" NA 8191 8 5 "1995_1996" 2
"527" 1 6 4 5 "Incidence" NA 2292 3 7 "1995_1996" 2
"528" 2 6 4 5 "Incidence" NA 4886 7 5 "1995_1996" 2
"637" 1 1 4 6 "Incidence" NA 208700 24 23 "1995_1996" 2
"638" 2 1 4 6 "Incidence" NA 202324 21 18 "1995_1996" 2
"639" 1 2 4 6 "Incidence" NA 52686 8 6 "1995_1996" 2
"640" 2 2 4 6 "Incidence" NA 54836 8 6 "1995_1996" 2
"641" 1 3 4 6 "Incidence" NA 42970 9 15 "1995_1996" 2
"642" 2 3 4 6 "Incidence" NA 45241 9 10 "1995_1996" 2
"643" 1 4 4 6 "Incidence" NA 36882 10 13 "1995_1996" 2
"644" 2 4 4 6 "Incidence" NA 43136 11 14 "1995_1996" 2
"645" 1 5 4 6 "Incidence" NA 19876 8 13 "1995_1996" 2
"646" 2 5 4 6 "Incidence" NA 31213 11 12 "1995_1996" 2
"647" 1 6 4 6 "Incidence" NA 7509 5 8 "1995_1996" 2
"648" 2 6 4 6 "Incidence" NA 18946 10 6 "1995_1996" 2
"757" 1 1 4 7 "Incidence" NA 159814 23 22 "1995_1996" 2
"758" 2 1 4 7 "Incidence" NA 156239 22 20 "1995_1996" 2
"759" 1 2 4 7 "Incidence" NA 41496 8 7 "1995_1996" 2
"760" 2 2 4 7 "Incidence" NA 40321 7 5 "1995_1996" 2
"761" 1 3 4 7 "Incidence" NA 33421 9 8 "1995_1996" 2
"762" 2 3 4 7 "Incidence" NA 31031 8 7 "1995_1996" 2
"763" 1 4 4 7 "Incidence" NA 27659 9 9 "1995_1996" 2
"764" 2 4 4 7 "Incidence" NA 28057 9 8 "1995_1996" 2
"765" 1 5 4 7 "Incidence" NA 14481 7 12 "1995_1996" 2
"766" 2 5 4 7 "Incidence" NA 19506 9 5 "1995_1996" 2
"767" 1 6 4 7 "Incidence" NA 5969 4 4 "1995_1996" 2
"768" 2 6 4 7 "Incidence" NA 11786 8 6 "1995_1996" 2
"877" 1 1 4 8 "Incidence" NA 33316 11 18 "1995_1996" 2
"878" 2 1 4 8 "Incidence" NA 29936 12 16 "1995_1996" 2
"879" 1 2 4 8 "Incidence" NA 8905 4 7 "1995_1996" 2
"880" 2 2 4 8 "Incidence" NA 7663 4 4 "1995_1996" 2
"881" 1 3 4 8 "Incidence" NA 7303 5 8 "1995_1996" 2
"882" 2 3 4 8 "Incidence" NA 6631 5 5 "1995_1996" 2
"883" 1 4 4 8 "Incidence" NA 8212 7 5 "1995_1996" 2
"884" 2 4 4 8 "Incidence" NA 8448 8 4 "1995_1996" 2
"885" 1 5 4 8 "Incidence" NA 5942 7 6 "1995_1996" 2
"886" 2 5 4 8 "Incidence" NA 7201 9 6 "1995_1996" 2
"887" 1 6 4 8 "Incidence" NA 2494 4 4 "1995_1996" 2
"888" 2 6 4 8 "Incidence" NA 4586 9 4 "1995_1996" 2
"997" 1 1 4 9 "Incidence" NA 65946 14 18 "1995_1996" 2
"998" 2 1 4 9 "Incidence" NA 63046 14 17 "1995_1996" 2
"999" 1 2 4 9 "Incidence" NA 16022 5 6 "1995_1996" 2
"1000" 2 2 4 9 "Incidence" NA 14515 4 6 "1995_1996" 2
"1001" 1 3 4 9 "Incidence" NA 13250 5 4 "1995_1996" 2
"1002" 2 3 4 9 "Incidence" NA 12745 5 4 "1995_1996" 2
"1003" 1 4 4 9 "Incidence" NA 14544 8 8 "1995_1996" 2
"1004" 2 4 4 9 "Incidence" NA 15542 8 5 "1995_1996" 2
"1005" 1 5 4 9 "Incidence" NA 10482 8 8 "1995_1996" 2
"1006" 2 5 4 9 "Incidence" NA 13348 10 4 "1995_1996" 2
"1007" 1 6 4 9 "Incidence" NA 3911 4 4 "1995_1996" 2
"1008" 2 6 4 9 "Incidence" NA 7416 8 5 "1995_1996" 2
"1117" 1 1 4 10 "Incidence" NA 36985 12 17 "1995_1996" 2
"1118" 2 1 4 10 "Incidence" NA 32803 13 18 "1995_1996" 2
"1119" 1 2 4 10 "Incidence" NA 10018 4 4 "1995_1996" 2
"1120" 2 2 4 10 "Incidence" NA 7764 4 5 "1995_1996" 2
"1121" 1 3 4 10 "Incidence" NA 7831 5 6 "1995_1996" 2
"1122" 2 3 4 10 "Incidence" NA 6566 5 5 "1995_1996" 2
"1123" 1 4 4 10 "Incidence" NA 8532 6 6 "1995_1996" 2
"1124" 2 4 4 10 "Incidence" NA 7619 7 6 "1995_1996" 2
"1125" 1 5 4 10 "Incidence" NA 5484 6 5 "1995_1996" 2
"1126" 2 5 4 10 "Incidence" NA 6392 9 7 "1995_1996" 2
"1127" 1 6 4 10 "Incidence" NA 2341 4 4 "1995_1996" 2
"1128" 2 6 4 10 "Incidence" NA 4062 8 5 "1995_1996" 2
"1237" 1 1 4 11 "Incidence" NA 148673 25 20 "1995_1996" 2
"1238" 2 1 4 11 "Incidence" NA 144564 22 18 "1995_1996" 2
"1239" 1 2 4 11 "Incidence" NA 35209 8 6 "1995_1996" 2
"1240" 2 2 4 11 "Incidence" NA 37950 8 6 "1995_1996" 2
"1241" 1 3 4 11 "Incidence" NA 28158 9 9 "1995_1996" 2
"1242" 2 3 4 11 "Incidence" NA 29315 8 7 "1995_1996" 2
"1243" 1 4 4 11 "Incidence" NA 22727 9 8 "1995_1996" 2
"1244" 2 4 4 11 "Incidence" NA 25821 9 14 "1995_1996" 2
"1245" 1 5 4 11 "Incidence" NA 13357 8 11 "1995_1996" 2
"1246" 2 5 4 11 "Incidence" NA 19549 10 11 "1995_1996" 2
"1247" 1 6 4 11 "Incidence" NA 5757 5 7 "1995_1996" 2
"1248" 2 6 4 11 "Incidence" NA 11968 9 4 "1995_1996" 2
"49" 1 1 5 1 "Incidence" NA 462801 33 35 "1997_1998" 2
"50" 2 1 5 1 "Incidence" NA 449618 30 29 "1997_1998" 2
"51" 1 2 5 1 "Incidence" NA 121136 11 12 "1997_1998" 2
"52" 2 2 5 1 "Incidence" NA 126224 11 10 "1997_1998" 2
"53" 1 3 5 1 "Incidence" NA 100816 13 24 "1997_1998" 2
"54" 2 3 5 1 "Incidence" NA 108126 13 6 "1997_1998" 2
"55" 1 4 5 1 "Incidence" NA 95041 16 19 "1997_1998" 2
"56" 2 4 5 1 "Incidence" NA 107005 17 20 "1997_1998" 2
"57" 1 5 5 1 "Incidence" NA 54598 13 16 "1997_1998" 2
"58" 2 5 5 1 "Incidence" NA 76874 17 23 "1997_1998" 2
"59" 1 6 5 1 "Incidence" NA 17745 6 7 "1997_1998" 2
"60" 2 6 5 1 "Incidence" NA 42653 13 12 "1997_1998" 2
"169" 1 1 5 2 "Incidence" NA 58833 14 18 "1997_1998" 2
"170" 2 1 5 2 "Incidence" NA 57043 15 21 "1997_1998" 2
"171" 1 2 5 2 "Incidence" NA 16698 5 4 "1997_1998" 2
"172" 2 2 5 2 "Incidence" NA 15488 5 5 "1997_1998" 2
"173" 1 3 5 2 "Incidence" NA 12929 6 4 "1997_1998" 2
"174" 2 3 5 2 "Incidence" NA 12285 6 7 "1997_1998" 2
"175" 1 4 5 2 "Incidence" NA 12159 7 6 "1997_1998" 2
"176" 2 4 5 2 "Incidence" NA 12290 8 8 "1997_1998" 2
"177" 1 5 5 2 "Incidence" NA 7789 7 11 "1997_1998" 2
"178" 2 5 5 2 "Incidence" NA 10254 9 8 "1997_1998" 2
"179" 1 6 5 2 "Incidence" NA 2796 4 5 "1997_1998" 2
"180" 2 6 5 2 "Incidence" NA 5941 7 5 "1997_1998" 2
"289" 1 1 5 3 "Incidence" NA 73919 15 18 "1997_1998" 2
"290" 2 1 5 3 "Incidence" NA 70651 16 17 "1997_1998" 2
"291" 1 2 5 3 "Incidence" NA 20081 5 5 "1997_1998" 2
"292" 2 2 5 3 "Incidence" NA 19026 6 4 "1997_1998" 2
"293" 1 3 5 3 "Incidence" NA 16427 6 4 "1997_1998" 2
"294" 2 3 5 3 "Incidence" NA 15557 7 6 "1997_1998" 2
"295" 1 4 5 3 "Incidence" NA 14795 7 6 "1997_1998" 2
"296" 2 4 5 3 "Incidence" NA 14790 8 6 "1997_1998" 2
"297" 1 5 5 3 "Incidence" NA 8784 6 5 "1997_1998" 2
"298" 2 5 5 3 "Incidence" NA 11229 9 5 "1997_1998" 2
"299" 1 6 5 3 "Incidence" NA 2976 3 5 "1997_1998" 2
"300" 2 6 5 3 "Incidence" NA 6288 7 4 "1997_1998" 2
"409" 1 1 5 4 "Incidence" NA 98240 16 18 "1997_1998" 2
"410" 2 1 5 4 "Incidence" NA 92402 17 17 "1997_1998" 2
"411" 1 2 5 4 "Incidence" NA 27337 6 6 "1997_1998" 2
"412" 2 2 5 4 "Incidence" NA 25371 6 6 "1997_1998" 2
"413" 1 3 5 4 "Incidence" NA 22455 7 5 "1997_1998" 2
"414" 2 3 5 4 "Incidence" NA 21150 7 6 "1997_1998" 2
"415" 1 4 5 4 "Incidence" NA 19582 8 11 "1997_1998" 2
"416" 2 4 5 4 "Incidence" NA 20596 9 10 "1997_1998" 2
"417" 1 5 5 4 "Incidence" NA 12044 7 10 "1997_1998" 2
"418" 2 5 5 4 "Incidence" NA 15584 10 11 "1997_1998" 2
"419" 1 6 5 4 "Incidence" NA 4288 4 4 "1997_1998" 2
"420" 2 6 5 4 "Incidence" NA 8971 8 6 "1997_1998" 2
"529" 1 1 5 5 "Incidence" NA 58442 14 18 "1997_1998" 2
"530" 2 1 5 5 "Incidence" NA 54428 15 17 "1997_1998" 2
"531" 1 2 5 5 "Incidence" NA 16212 5 5 "1997_1998" 2
"532" 2 2 5 5 "Incidence" NA 14726 5 4 "1997_1998" 2
"533" 1 3 5 5 "Incidence" NA 13226 6 5 "1997_1998" 2
"534" 2 3 5 5 "Incidence" NA 12501 6 5 "1997_1998" 2
"535" 1 4 5 5 "Incidence" NA 12191 7 5 "1997_1998" 2
"536" 2 4 5 5 "Incidence" NA 12011 8 7 "1997_1998" 2
"537" 1 5 5 5 "Incidence" NA 6916 6 6 "1997_1998" 2
"538" 2 5 5 5 "Incidence" NA 8827 8 7 "1997_1998" 2
"539" 1 6 5 5 "Incidence" NA 2429 3 4 "1997_1998" 2
"540" 2 6 5 5 "Incidence" NA 5206 7 4 "1997_1998" 2
"649" 1 1 5 6 "Incidence" NA 203617 23 26 "1997_1998" 2
"650" 2 1 5 6 "Incidence" NA 196414 21 20 "1997_1998" 2
"651" 1 2 5 6 "Incidence" NA 53696 8 9 "1997_1998" 2
"652" 2 2 5 6 "Incidence" NA 55961 8 7 "1997_1998" 2
"653" 1 3 5 6 "Incidence" NA 45066 9 16 "1997_1998" 2
"654" 2 3 5 6 "Incidence" NA 47522 9 9 "1997_1998" 2
"655" 1 4 5 6 "Incidence" NA 37052 10 14 "1997_1998" 2
"656" 2 4 5 6 "Incidence" NA 43074 11 10 "1997_1998" 2
"657" 1 5 5 6 "Incidence" NA 21911 9 11 "1997_1998" 2
"658" 2 5 5 6 "Incidence" NA 33101 12 11 "1997_1998" 2
"659" 1 6 5 6 "Incidence" NA 8022 5 7 "1997_1998" 2
"660" 2 6 5 6 "Incidence" NA 20260 10 9 "1997_1998" 2
"769" 1 1 5 7 "Incidence" NA 156688 21 20 "1997_1998" 2
"770" 2 1 5 7 "Incidence" NA 152435 21 22 "1997_1998" 2
"771" 1 2 5 7 "Incidence" NA 42426 8 10 "1997_1998" 2
"772" 2 2 5 7 "Incidence" NA 41760 8 10 "1997_1998" 2
"773" 1 3 5 7 "Incidence" NA 35210 9 6 "1997_1998" 2
"774" 2 3 5 7 "Incidence" NA 33114 8 4 "1997_1998" 2
"775" 1 4 5 7 "Incidence" NA 28208 9 7 "1997_1998" 2
"776" 2 4 5 7 "Incidence" NA 28248 9 9 "1997_1998" 2
"777" 1 5 5 7 "Incidence" NA 16103 8 13 "1997_1998" 2
"778" 2 5 5 7 "Incidence" NA 21031 10 9 "1997_1998" 2
"779" 1 6 5 7 "Incidence" NA 6378 4 6 "1997_1998" 2
"780" 2 6 5 7 "Incidence" NA 12757 8 5 "1997_1998" 2
"889" 1 1 5 8 "Incidence" NA 33154 11 17 "1997_1998" 2
"890" 2 1 5 8 "Incidence" NA 29646 11 17 "1997_1998" 2
"891" 1 2 5 8 "Incidence" NA 9371 4 5 "1997_1998" 2
"892" 2 2 5 8 "Incidence" NA 8032 4 5 "1997_1998" 2
"893" 1 3 5 8 "Incidence" NA 7668 5 5 "1997_1998" 2
"894" 2 3 5 8 "Incidence" NA 6821 5 6 "1997_1998" 2
"895" 1 4 5 8 "Incidence" NA 8006 6 7 "1997_1998" 2
"896" 2 4 5 8 "Incidence" NA 8336 8 6 "1997_1998" 2
"897" 1 5 5 8 "Incidence" NA 6452 7 7 "1997_1998" 2
"898" 2 5 5 8 "Incidence" NA 7654 10 4 "1997_1998" 2
"899" 1 6 5 8 "Incidence" NA 2658 4 5 "1997_1998" 2
"900" 2 6 5 8 "Incidence" NA 4922 9 5 "1997_1998" 2
"1009" 1 1 5 9 "Incidence" NA 67143 14 18 "1997_1998" 2
"1010" 2 1 5 9 "Incidence" NA 63829 14 16 "1997_1998" 2
"1011" 1 2 5 9 "Incidence" NA 17004 5 5 "1997_1998" 2
"1012" 2 2 5 9 "Incidence" NA 15407 5 4 "1997_1998" 2
"1013" 1 3 5 9 "Incidence" NA 13797 5 7 "1997_1998" 2
"1014" 2 3 5 9 "Incidence" NA 13239 5 5 "1997_1998" 2
"1015" 1 4 5 9 "Incidence" NA 14406 7 7 "1997_1998" 2
"1016" 2 4 5 9 "Incidence" NA 15508 8 6 "1997_1998" 2
"1017" 1 5 5 9 "Incidence" NA 11442 8 7 "1997_1998" 2
"1018" 2 5 5 9 "Incidence" NA 14091 10 5 "1997_1998" 2
"1019" 1 6 5 9 "Incidence" NA 4210 4 4 "1997_1998" 2
"1020" 2 6 5 9 "Incidence" NA 8176 8 6 "1997_1998" 2
"1129" 1 1 5 10 "Incidence" NA 37031 11 16 "1997_1998" 2
"1130" 2 1 5 10 "Incidence" NA 32805 13 19 "1997_1998" 2
"1131" 1 2 5 10 "Incidence" NA 10834 4 5 "1997_1998" 2
"1132" 2 2 5 10 "Incidence" NA 8353 5 4 "1997_1998" 2
"1133" 1 3 5 10 "Incidence" NA 8223 5 6 "1997_1998" 2
"1134" 2 3 5 10 "Incidence" NA 6819 5 4 "1997_1998" 2
"1135" 1 4 5 10 "Incidence" NA 8746 6 5 "1997_1998" 2
"1136" 2 4 5 10 "Incidence" NA 7663 7 5 "1997_1998" 2
"1137" 1 5 5 10 "Incidence" NA 6040 6 6 "1997_1998" 2
"1138" 2 5 5 10 "Incidence" NA 6906 9 4 "1997_1998" 2
"1139" 1 6 5 10 "Incidence" NA 2536 4 4 "1997_1998" 2
"1140" 2 6 5 10 "Incidence" NA 4406 8 5 "1997_1998" 2
"1249" 1 1 5 11 "Incidence" NA 151482 24 23 "1997_1998" 2
"1250" 2 1 5 11 "Incidence" NA 146976 22 22 "1997_1998" 2
"1251" 1 2 5 11 "Incidence" NA 37170 8 10 "1997_1998" 2
"1252" 2 2 5 11 "Incidence" NA 39979 8 6 "1997_1998" 2
"1253" 1 3 5 11 "Incidence" NA 30438 9 8 "1997_1998" 2
"1254" 2 3 5 11 "Incidence" NA 31709 9 7 "1997_1998" 2
"1255" 1 4 5 11 "Incidence" NA 23900 9 10 "1997_1998" 2
"1256" 2 4 5 11 "Incidence" NA 26879 10 13 "1997_1998" 2
"1257" 1 5 5 11 "Incidence" NA 14625 8 12 "1997_1998" 2
"1258" 2 5 5 11 "Incidence" NA 20899 11 10 "1997_1998" 2
"1259" 1 6 5 11 "Incidence" NA 6223 5 5 "1997_1998" 2
"1260" 2 6 5 11 "Incidence" NA 13352 10 9 "1997_1998" 2
"61" 1 1 6 1 "Incidence" NA 442933 32 32 "1999_2000" 2
"62" 2 1 6 1 "Incidence" NA 428418 30 21 "1999_2000" 2
"63" 1 2 6 1 "Incidence" NA 124184 11 10 "1999_2000" 2
"64" 2 2 6 1 "Incidence" NA 129926 11 8 "1999_2000" 2
"65" 1 3 6 1 "Incidence" NA 104644 13 15 "1999_2000" 2
"66" 2 3 6 1 "Incidence" NA 111824 14 10 "1999_2000" 2
"67" 1 4 6 1 "Incidence" NA 90457 15 26 "1999_2000" 2
"68" 2 4 6 1 "Incidence" NA 103359 17 24 "1999_2000" 2
"69" 1 5 6 1 "Incidence" NA 61160 15 28 "1999_2000" 2
"70" 2 5 6 1 "Incidence" NA 83622 19 27 "1999_2000" 2
"71" 1 6 6 1 "Incidence" NA 19115 7 9 "1999_2000" 2
"72" 2 6 6 1 "Incidence" NA 45273 14 12 "1999_2000" 2
"181" 1 1 6 2 "Incidence" NA 58083 14 17 "1999_2000" 2
"182" 2 1 6 2 "Incidence" NA 56193 16 18 "1999_2000" 2
"183" 1 2 6 2 "Incidence" NA 17798 6 5 "1999_2000" 2
"184" 2 2 6 2 "Incidence" NA 16526 6 5 "1999_2000" 2
"185" 1 3 6 2 "Incidence" NA 14025 6 4 "1999_2000" 2
"186" 2 3 6 2 "Incidence" NA 13233 7 5 "1999_2000" 2
"187" 1 4 6 2 "Incidence" NA 11751 7 8 "1999_2000" 2
"188" 2 4 6 2 "Incidence" NA 11914 8 7 "1999_2000" 2
"189" 1 5 6 2 "Incidence" NA 8439 7 10 "1999_2000" 2
"190" 2 5 6 2 "Incidence" NA 10732 10 5 "1999_2000" 2
"191" 1 6 6 2 "Incidence" NA 3044 4 5 "1999_2000" 2
"192" 2 6 6 2 "Incidence" NA 6389 8 6 "1999_2000" 2
"301" 1 1 6 3 "Incidence" NA 71771 14 18 "1999_2000" 2
"302" 2 1 6 3 "Incidence" NA 68467 16 17 "1999_2000" 2
"303" 1 2 6 3 "Incidence" NA 20691 5 6 "1999_2000" 2
"304" 2 2 6 3 "Incidence" NA 19852 6 5 "1999_2000" 2
"305" 1 3 6 3 "Incidence" NA 17239 6 4 "1999_2000" 2
"306" 2 3 6 3 "Incidence" NA 16285 7 5 "1999_2000" 2
"307" 1 4 6 3 "Incidence" NA 14381 7 8 "1999_2000" 2
"308" 2 4 6 3 "Incidence" NA 14390 8 6 "1999_2000" 2
"309" 1 5 6 3 "Incidence" NA 9570 6 5 "1999_2000" 2
"310" 2 5 6 3 "Incidence" NA 12047 9 9 "1999_2000" 2
"311" 1 6 6 3 "Incidence" NA 3276 3 6 "1999_2000" 2
"312" 2 6 6 3 "Incidence" NA 6760 7 5 "1999_2000" 2
"421" 1 1 6 4 "Incidence" NA 95162 16 18 "1999_2000" 2
"422" 2 1 6 4 "Incidence" NA 89182 17 18 "1999_2000" 2
"423" 1 2 6 4 "Incidence" NA 27557 6 7 "1999_2000" 2
"424" 2 2 6 4 "Incidence" NA 26013 6 5 "1999_2000" 2
"425" 1 3 6 4 "Incidence" NA 23881 7 13 "1999_2000" 2
"426" 2 3 6 4 "Incidence" NA 22368 7 5 "1999_2000" 2
"427" 1 4 6 4 "Incidence" NA 18822 7 9 "1999_2000" 2
"428" 2 4 6 4 "Incidence" NA 19690 9 7 "1999_2000" 2
"429" 1 5 6 4 "Incidence" NA 13052 7 6 "1999_2000" 2
"430" 2 5 6 4 "Incidence" NA 16680 10 9 "1999_2000" 2
"431" 1 6 6 4 "Incidence" NA 4626 4 5 "1999_2000" 2
"432" 2 6 6 4 "Incidence" NA 9463 8 8 "1999_2000" 2
"541" 1 1 6 5 "Incidence" NA 56562 13 18 "1999_2000" 2
"542" 2 1 6 5 "Incidence" NA 52598 15 18 "1999_2000" 2
"543" 1 2 6 5 "Incidence" NA 16468 5 6 "1999_2000" 2
"544" 2 2 6 5 "Incidence" NA 15098 6 4 "1999_2000" 2
"545" 1 3 6 5 "Incidence" NA 13874 6 5 "1999_2000" 2
"546" 2 3 6 5 "Incidence" NA 13051 7 4 "1999_2000" 2
"547" 1 4 6 5 "Incidence" NA 11827 6 8 "1999_2000" 2
"548" 2 4 6 5 "Incidence" NA 11581 8 6 "1999_2000" 2
"549" 1 5 6 5 "Incidence" NA 7626 6 9 "1999_2000" 2
"550" 2 5 6 5 "Incidence" NA 9559 9 7 "1999_2000" 2
"551" 1 6 6 5 "Incidence" NA 2577 3 5 "1999_2000" 2
"552" 2 6 6 5 "Incidence" NA 5482 7 6 "1999_2000" 2
"661" 1 1 6 6 "Incidence" NA 198183 23 21 "1999_2000" 2
"662" 2 1 6 6 "Incidence" NA 189988 21 19 "1999_2000" 2
"663" 1 2 6 6 "Incidence" NA 54684 8 7 "1999_2000" 2
"664" 2 2 6 6 "Incidence" NA 57065 8 7 "1999_2000" 2
"665" 1 3 6 6 "Incidence" NA 47578 10 13 "1999_2000" 2
"666" 2 3 6 6 "Incidence" NA 50308 10 14 "1999_2000" 2
"667" 1 4 6 6 "Incidence" NA 36672 10 14 "1999_2000" 2
"668" 2 4 6 6 "Incidence" NA 42448 11 10 "1999_2000" 2
"669" 1 5 6 6 "Incidence" NA 24021 9 10 "1999_2000" 2
"670" 2 5 6 6 "Incidence" NA 34987 13 10 "1999_2000" 2
"671" 1 6 6 6 "Incidence" NA 8500 5 4 "1999_2000" 2
"672" 2 6 6 6 "Incidence" NA 21478 11 15 "1999_2000" 2
"781" 1 1 6 7 "Incidence" NA 153312 20 17 "1999_2000" 2
"782" 2 1 6 7 "Incidence" NA 148155 21 19 "1999_2000" 2
"783" 1 2 6 7 "Incidence" NA 43306 7 9 "1999_2000" 2
"784" 2 2 6 7 "Incidence" NA 43172 8 5 "1999_2000" 2
"785" 1 3 6 7 "Incidence" NA 37304 9 12 "1999_2000" 2
"786" 2 3 6 7 "Incidence" NA 35602 9 11 "1999_2000" 2
"787" 1 4 6 7 "Incidence" NA 28266 9 12 "1999_2000" 2
"788" 2 4 6 7 "Incidence" NA 28038 9 7 "1999_2000" 2
"789" 1 5 6 7 "Incidence" NA 17829 8 9 "1999_2000" 2
"790" 2 5 6 7 "Incidence" NA 22571 11 9 "1999_2000" 2
"791" 1 6 6 7 "Incidence" NA 6748 4 9 "1999_2000" 2
"792" 2 6 6 7 "Incidence" NA 13645 9 5 "1999_2000" 2
"901" 1 1 6 8 "Incidence" NA 32032 10 18 "1999_2000" 2
"902" 2 1 6 8 "Incidence" NA 28345 11 17 "1999_2000" 2
"903" 1 2 6 8 "Incidence" NA 9598 4 4 "1999_2000" 2
"904" 2 2 6 8 "Incidence" NA 8179 4 4 "1999_2000" 2
"905" 1 3 6 8 "Incidence" NA 8007 5 4 "1999_2000" 2
"906" 2 3 6 8 "Incidence" NA 7136 5 4 "1999_2000" 2
"907" 1 4 6 8 "Incidence" NA 7390 6 8 "1999_2000" 2
"908" 2 4 6 8 "Incidence" NA 7575 7 4 "1999_2000" 2
"909" 1 5 6 8 "Incidence" NA 6704 7 7 "1999_2000" 2
"910" 2 5 6 8 "Incidence" NA 7895 10 7 "1999_2000" 2
"911" 1 6 6 8 "Incidence" NA 2727 4 4 "1999_2000" 2
"912" 2 6 6 8 "Incidence" NA 5134 9 5 "1999_2000" 2
"1021" 1 1 6 9 "Incidence" NA 65837 13 19 "1999_2000" 2
"1022" 2 1 6 9 "Incidence" NA 61853 14 18 "1999_2000" 2
"1023" 1 2 6 9 "Incidence" NA 17465 5 5 "1999_2000" 2
