"sex" "age" "period" "region" "outcome" "cases" "pop" "casosPred" "casosO" "PredHasta" "mod"
"408" 2 6 4 4 "Incidence" NA 8417 7 7 "1995_1996" 7
"517" 1 1 4 5 "Incidence" NA 60417 15 20 "1995_1996" 7
"518" 2 1 4 5 "Incidence" NA 56335 15 20 "1995_1996" 7
"519" 1 2 4 5 "Incidence" NA 15944 5 6 "1995_1996" 7
"520" 2 2 4 5 "Incidence" NA 14400 5 4 "1995_1996" 7
"521" 1 3 4 5 "Incidence" NA 12831 6 7 "1995_1996" 7
"522" 2 3 4 5 "Incidence" NA 12148 6 6 "1995_1996" 7
"523" 1 4 4 5 "Incidence" NA 12348 7 7 "1995_1996" 7
"524" 2 4 4 5 "Incidence" NA 12230 8 7 "1995_1996" 7
"525" 1 5 4 5 "Incidence" NA 6251 5 4 "1995_1996" 7
"526" 2 5 4 5 "Incidence" NA 8191 8 5 "1995_1996" 7
"527" 1 6 4 5 "Incidence" NA 2292 3 7 "1995_1996" 7
"528" 2 6 4 5 "Incidence" NA 4886 7 5 "1995_1996" 7
"637" 1 1 4 6 "Incidence" NA 208700 25 23 "1995_1996" 7
"638" 2 1 4 6 "Incidence" NA 202324 21 18 "1995_1996" 7
"639" 1 2 4 6 "Incidence" NA 52686 8 6 "1995_1996" 7
"640" 2 2 4 6 "Incidence" NA 54836 7 6 "1995_1996" 7
"641" 1 3 4 6 "Incidence" NA 42970 9 15 "1995_1996" 7
"642" 2 3 4 6 "Incidence" NA 45241 9 10 "1995_1996" 7
"643" 1 4 4 6 "Incidence" NA 36882 10 13 "1995_1996" 7
"644" 2 4 4 6 "Incidence" NA 43136 10 14 "1995_1996" 7
"645" 1 5 4 6 "Incidence" NA 19876 8 13 "1995_1996" 7
"646" 2 5 4 6 "Incidence" NA 31213 11 12 "1995_1996" 7
"647" 1 6 4 6 "Incidence" NA 7509 5 8 "1995_1996" 7
"648" 2 6 4 6 "Incidence" NA 18946 9 6 "1995_1996" 7
"757" 1 1 4 7 "Incidence" NA 159814 23 22 "1995_1996" 7
"758" 2 1 4 7 "Incidence" NA 156239 21 20 "1995_1996" 7
"759" 1 2 4 7 "Incidence" NA 41496 8 7 "1995_1996" 7
"760" 2 2 4 7 "Incidence" NA 40321 7 5 "1995_1996" 7
"761" 1 3 4 7 "Incidence" NA 33421 9 8 "1995_1996" 7
"762" 2 3 4 7 "Incidence" NA 31031 8 7 "1995_1996" 7
"763" 1 4 4 7 "Incidence" NA 27659 10 9 "1995_1996" 7
"764" 2 4 4 7 "Incidence" NA 28057 9 8 "1995_1996" 7
"765" 1 5 4 7 "Incidence" NA 14481 7 12 "1995_1996" 7
"766" 2 5 4 7 "Incidence" NA 19506 9 5 "1995_1996" 7
"767" 1 6 4 7 "Incidence" NA 5969 4 4 "1995_1996" 7
"768" 2 6 4 7 "Incidence" NA 11786 8 6 "1995_1996" 7
"877" 1 1 4 8 "Incidence" NA 33316 11 18 "1995_1996" 7
"878" 2 1 4 8 "Incidence" NA 29936 11 16 "1995_1996" 7
"879" 1 2 4 8 "Incidence" NA 8905 4 7 "1995_1996" 7
"880" 2 2 4 8 "Incidence" NA 7663 4 4 "1995_1996" 7
"881" 1 3 4 8 "Incidence" NA 7303 5 8 "1995_1996" 7
"882" 2 3 4 8 "Incidence" NA 6631 5 5 "1995_1996" 7
"883" 1 4 4 8 "Incidence" NA 8212 7 5 "1995_1996" 7
"884" 2 4 4 8 "Incidence" NA 8448 8 4 "1995_1996" 7
"885" 1 5 4 8 "Incidence" NA 5942 7 6 "1995_1996" 7
"886" 2 5 4 8 "Incidence" NA 7201 9 6 "1995_1996" 7
"887" 1 6 4 8 "Incidence" NA 2494 4 4 "1995_1996" 7
"888" 2 6 4 8 "Incidence" NA 4586 8 4 "1995_1996" 7
"997" 1 1 4 9 "Incidence" NA 65946 14 18 "1995_1996" 7
"998" 2 1 4 9 "Incidence" NA 63046 14 17 "1995_1996" 7
"999" 1 2 4 9 "Incidence" NA 16022 5 6 "1995_1996" 7
"1000" 2 2 4 9 "Incidence" NA 14515 4 6 "1995_1996" 7
"1001" 1 3 4 9 "Incidence" NA 13250 5 4 "1995_1996" 7
"1002" 2 3 4 9 "Incidence" NA 12745 5 4 "1995_1996" 7
"1003" 1 4 4 9 "Incidence" NA 14544 8 8 "1995_1996" 7
"1004" 2 4 4 9 "Incidence" NA 15542 8 5 "1995_1996" 7
"1005" 1 5 4 9 "Incidence" NA 10482 8 8 "1995_1996" 7
"1006" 2 5 4 9 "Incidence" NA 13348 10 4 "1995_1996" 7
"1007" 1 6 4 9 "Incidence" NA 3911 4 4 "1995_1996" 7
"1008" 2 6 4 9 "Incidence" NA 7416 8 5 "1995_1996" 7
"1117" 1 1 4 10 "Incidence" NA 36985 12 17 "1995_1996" 7
"1118" 2 1 4 10 "Incidence" NA 32803 13 18 "1995_1996" 7
"1119" 1 2 4 10 "Incidence" NA 10018 4 4 "1995_1996" 7
"1120" 2 2 4 10 "Incidence" NA 7764 4 5 "1995_1996" 7
"1121" 1 3 4 10 "Incidence" NA 7831 5 6 "1995_1996" 7
"1122" 2 3 4 10 "Incidence" NA 6566 5 5 "1995_1996" 7
"1123" 1 4 4 10 "Incidence" NA 8532 7 6 "1995_1996" 7
"1124" 2 4 4 10 "Incidence" NA 7619 7 6 "1995_1996" 7
"1125" 1 5 4 10 "Incidence" NA 5484 6 5 "1995_1996" 7
"1126" 2 5 4 10 "Incidence" NA 6392 9 7 "1995_1996" 7
"1127" 1 6 4 10 "Incidence" NA 2341 4 4 "1995_1996" 7
"1128" 2 6 4 10 "Incidence" NA 4062 8 5 "1995_1996" 7
"1237" 1 1 4 11 "Incidence" NA 148673 25 20 "1995_1996" 7
"1238" 2 1 4 11 "Incidence" NA 144564 22 18 "1995_1996" 7
"1239" 1 2 4 11 "Incidence" NA 35209 8 6 "1995_1996" 7
"1240" 2 2 4 11 "Incidence" NA 37950 8 6 "1995_1996" 7
"1241" 1 3 4 11 "Incidence" NA 28158 9 9 "1995_1996" 7
"1242" 2 3 4 11 "Incidence" NA 29315 8 7 "1995_1996" 7
"1243" 1 4 4 11 "Incidence" NA 22727 9 8 "1995_1996" 7
"1244" 2 4 4 11 "Incidence" NA 25821 9 14 "1995_1996" 7
"1245" 1 5 4 11 "Incidence" NA 13357 8 11 "1995_1996" 7
"1246" 2 5 4 11 "Incidence" NA 19549 10 11 "1995_1996" 7
"1247" 1 6 4 11 "Incidence" NA 5757 5 7 "1995_1996" 7
"1248" 2 6 4 11 "Incidence" NA 11968 9 4 "1995_1996" 7
"49" 1 1 5 1 "Incidence" NA 462801 28 35 "1997_1998" 7
"50" 2 1 5 1 "Incidence" NA 449618 23 29 "1997_1998" 7
"51" 1 2 5 1 "Incidence" NA 121136 10 12 "1997_1998" 7
"52" 2 2 5 1 "Incidence" NA 126224 8 10 "1997_1998" 7
"53" 1 3 5 1 "Incidence" NA 100816 11 24 "1997_1998" 7
"54" 2 3 5 1 "Incidence" NA 108126 10 6 "1997_1998" 7
"55" 1 4 5 1 "Incidence" NA 95041 14 19 "1997_1998" 7
"56" 2 4 5 1 "Incidence" NA 107005 13 20 "1997_1998" 7
"57" 1 5 5 1 "Incidence" NA 54598 11 16 "1997_1998" 7
"58" 2 5 5 1 "Incidence" NA 76874 13 23 "1997_1998" 7
"59" 1 6 5 1 "Incidence" NA 17745 5 7 "1997_1998" 7
"60" 2 6 5 1 "Incidence" NA 42653 10 12 "1997_1998" 7
"169" 1 1 5 2 "Incidence" NA 58833 12 18 "1997_1998" 7
"170" 2 1 5 2 "Incidence" NA 57043 12 21 "1997_1998" 7
"171" 1 2 5 2 "Incidence" NA 16698 5 4 "1997_1998" 7
"172" 2 2 5 2 "Incidence" NA 15488 4 5 "1997_1998" 7
"173" 1 3 5 2 "Incidence" NA 12929 5 4 "1997_1998" 7
"174" 2 3 5 2 "Incidence" NA 12285 5 7 "1997_1998" 7
"175" 1 4 5 2 "Incidence" NA 12159 6 6 "1997_1998" 7
"176" 2 4 5 2 "Incidence" NA 12290 6 8 "1997_1998" 7
"177" 1 5 5 2 "Incidence" NA 7789 6 11 "1997_1998" 7
"178" 2 5 5 2 "Incidence" NA 10254 7 8 "1997_1998" 7
"179" 1 6 5 2 "Incidence" NA 2796 3 5 "1997_1998" 7
"180" 2 6 5 2 "Incidence" NA 5941 6 5 "1997_1998" 7
"289" 1 1 5 3 "Incidence" NA 73919 12 18 "1997_1998" 7
"290" 2 1 5 3 "Incidence" NA 70651 13 17 "1997_1998" 7
"291" 1 2 5 3 "Incidence" NA 20081 5 5 "1997_1998" 7
"292" 2 2 5 3 "Incidence" NA 19026 5 4 "1997_1998" 7
"293" 1 3 5 3 "Incidence" NA 16427 5 4 "1997_1998" 7
"294" 2 3 5 3 "Incidence" NA 15557 5 6 "1997_1998" 7
"295" 1 4 5 3 "Incidence" NA 14795 6 6 "1997_1998" 7
"296" 2 4 5 3 "Incidence" NA 14790 6 6 "1997_1998" 7
"297" 1 5 5 3 "Incidence" NA 8784 5 5 "1997_1998" 7
"298" 2 5 5 3 "Incidence" NA 11229 7 5 "1997_1998" 7
"299" 1 6 5 3 "Incidence" NA 2976 3 5 "1997_1998" 7
"300" 2 6 5 3 "Incidence" NA 6288 5 4 "1997_1998" 7
"409" 1 1 5 4 "Incidence" NA 98240 14 18 "1997_1998" 7
"410" 2 1 5 4 "Incidence" NA 92402 13 17 "1997_1998" 7
"411" 1 2 5 4 "Incidence" NA 27337 5 6 "1997_1998" 7
"412" 2 2 5 4 "Incidence" NA 25371 5 6 "1997_1998" 7
"413" 1 3 5 4 "Incidence" NA 22455 6 5 "1997_1998" 7
"414" 2 3 5 4 "Incidence" NA 21150 6 6 "1997_1998" 7
"415" 1 4 5 4 "Incidence" NA 19582 7 11 "1997_1998" 7
"416" 2 4 5 4 "Incidence" NA 20596 7 10 "1997_1998" 7
"417" 1 5 5 4 "Incidence" NA 12044 6 10 "1997_1998" 7
"418" 2 5 5 4 "Incidence" NA 15584 8 11 "1997_1998" 7
"419" 1 6 5 4 "Incidence" NA 4288 3 4 "1997_1998" 7
"420" 2 6 5 4 "Incidence" NA 8971 6 6 "1997_1998" 7
"529" 1 1 5 5 "Incidence" NA 58442 12 18 "1997_1998" 7
"530" 2 1 5 5 "Incidence" NA 54428 12 17 "1997_1998" 7
"531" 1 2 5 5 "Incidence" NA 16212 4 5 "1997_1998" 7
"532" 2 2 5 5 "Incidence" NA 14726 4 4 "1997_1998" 7
"533" 1 3 5 5 "Incidence" NA 13226 5 5 "1997_1998" 7
"534" 2 3 5 5 "Incidence" NA 12501 5 5 "1997_1998" 7
"535" 1 4 5 5 "Incidence" NA 12191 6 5 "1997_1998" 7
"536" 2 4 5 5 "Incidence" NA 12011 6 7 "1997_1998" 7
"537" 1 5 5 5 "Incidence" NA 6916 5 6 "1997_1998" 7
"538" 2 5 5 5 "Incidence" NA 8827 7 7 "1997_1998" 7
"539" 1 6 5 5 "Incidence" NA 2429 3 4 "1997_1998" 7
"540" 2 6 5 5 "Incidence" NA 5206 6 4 "1997_1998" 7
"649" 1 1 5 6 "Incidence" NA 203617 20 26 "1997_1998" 7
"650" 2 1 5 6 "Incidence" NA 196414 16 20 "1997_1998" 7
"651" 1 2 5 6 "Incidence" NA 53696 7 9 "1997_1998" 7
"652" 2 2 5 6 "Incidence" NA 55961 6 7 "1997_1998" 7
"653" 1 3 5 6 "Incidence" NA 45066 8 16 "1997_1998" 7
"654" 2 3 5 6 "Incidence" NA 47522 7 9 "1997_1998" 7
"655" 1 4 5 6 "Incidence" NA 37052 9 14 "1997_1998" 7
"656" 2 4 5 6 "Incidence" NA 43074 8 10 "1997_1998" 7
"657" 1 5 5 6 "Incidence" NA 21911 7 11 "1997_1998" 7
"658" 2 5 5 6 "Incidence" NA 33101 9 11 "1997_1998" 7
"659" 1 6 5 6 "Incidence" NA 8022 4 7 "1997_1998" 7
"660" 2 6 5 6 "Incidence" NA 20260 8 9 "1997_1998" 7
"769" 1 1 5 7 "Incidence" NA 156688 18 20 "1997_1998" 7
"770" 2 1 5 7 "Incidence" NA 152435 16 22 "1997_1998" 7
"771" 1 2 5 7 "Incidence" NA 42426 6 10 "1997_1998" 7
"772" 2 2 5 7 "Incidence" NA 41760 6 10 "1997_1998" 7
"773" 1 3 5 7 "Incidence" NA 35210 7 6 "1997_1998" 7
"774" 2 3 5 7 "Incidence" NA 33114 7 4 "1997_1998" 7
"775" 1 4 5 7 "Incidence" NA 28208 8 7 "1997_1998" 7
"776" 2 4 5 7 "Incidence" NA 28248 7 9 "1997_1998" 7
"777" 1 5 5 7 "Incidence" NA 16103 6 13 "1997_1998" 7
"778" 2 5 5 7 "Incidence" NA 21031 8 9 "1997_1998" 7
"779" 1 6 5 7 "Incidence" NA 6378 4 6 "1997_1998" 7
"780" 2 6 5 7 "Incidence" NA 12757 7 5 "1997_1998" 7
"889" 1 1 5 8 "Incidence" NA 33154 9 17 "1997_1998" 7
"890" 2 1 5 8 "Incidence" NA 29646 9 17 "1997_1998" 7
"891" 1 2 5 8 "Incidence" NA 9371 4 5 "1997_1998" 7
"892" 2 2 5 8 "Incidence" NA 8032 3 5 "1997_1998" 7
"893" 1 3 5 8 "Incidence" NA 7668 4 5 "1997_1998" 7
"894" 2 3 5 8 "Incidence" NA 6821 4 6 "1997_1998" 7
"895" 1 4 5 8 "Incidence" NA 8006 5 7 "1997_1998" 7
"896" 2 4 5 8 "Incidence" NA 8336 6 6 "1997_1998" 7
"897" 1 5 5 8 "Incidence" NA 6452 6 7 "1997_1998" 7
"898" 2 5 5 8 "Incidence" NA 7654 8 4 "1997_1998" 7
"899" 1 6 5 8 "Incidence" NA 2658 4 5 "1997_1998" 7
"900" 2 6 5 8 "Incidence" NA 4922 7 5 "1997_1998" 7
"1009" 1 1 5 9 "Incidence" NA 67143 12 18 "1997_1998" 7
"1010" 2 1 5 9 "Incidence" NA 63829 11 16 "1997_1998" 7
"1011" 1 2 5 9 "Incidence" NA 17004 4 5 "1997_1998" 7
"1012" 2 2 5 9 "Incidence" NA 15407 4 4 "1997_1998" 7
"1013" 1 3 5 9 "Incidence" NA 13797 5 7 "1997_1998" 7
"1014" 2 3 5 9 "Incidence" NA 13239 4 5 "1997_1998" 7
"1015" 1 4 5 9 "Incidence" NA 14406 6 7 "1997_1998" 7
"1016" 2 4 5 9 "Incidence" NA 15508 6 6 "1997_1998" 7
"1017" 1 5 5 9 "Incidence" NA 11442 7 7 "1997_1998" 7
"1018" 2 5 5 9 "Incidence" NA 14091 8 5 "1997_1998" 7
"1019" 1 6 5 9 "Incidence" NA 4210 4 4 "1997_1998" 7
"1020" 2 6 5 9 "Incidence" NA 8176 7 6 "1997_1998" 7
"1129" 1 1 5 10 "Incidence" NA 37031 9 16 "1997_1998" 7
"1130" 2 1 5 10 "Incidence" NA 32805 10 19 "1997_1998" 7
"1131" 1 2 5 10 "Incidence" NA 10834 4 5 "1997_1998" 7
"1132" 2 2 5 10 "Incidence" NA 8353 4 4 "1997_1998" 7
"1133" 1 3 5 10 "Incidence" NA 8223 4 6 "1997_1998" 7
"1134" 2 3 5 10 "Incidence" NA 6819 4 4 "1997_1998" 7
"1135" 1 4 5 10 "Incidence" NA 8746 5 5 "1997_1998" 7
"1136" 2 4 5 10 "Incidence" NA 7663 6 5 "1997_1998" 7
"1137" 1 5 5 10 "Incidence" NA 6040 5 6 "1997_1998" 7
"1138" 2 5 5 10 "Incidence" NA 6906 8 4 "1997_1998" 7
"1139" 1 6 5 10 "Incidence" NA 2536 3 4 "1997_1998" 7
"1140" 2 6 5 10 "Incidence" NA 4406 7 5 "1997_1998" 7
"1249" 1 1 5 11 "Incidence" NA 151482 20 23 "1997_1998" 7
"1250" 2 1 5 11 "Incidence" NA 146976 17 22 "1997_1998" 7
"1251" 1 2 5 11 "Incidence" NA 37170 7 10 "1997_1998" 7
"1252" 2 2 5 11 "Incidence" NA 39979 6 6 "1997_1998" 7
"1253" 1 3 5 11 "Incidence" NA 30438 8 8 "1997_1998" 7
"1254" 2 3 5 11 "Incidence" NA 31709 7 7 "1997_1998" 7
"1255" 1 4 5 11 "Incidence" NA 23900 8 10 "1997_1998" 7
"1256" 2 4 5 11 "Incidence" NA 26879 8 13 "1997_1998" 7
"1257" 1 5 5 11 "Incidence" NA 14625 7 12 "1997_1998" 7
"1258" 2 5 5 11 "Incidence" NA 20899 9 10 "1997_1998" 7
"1259" 1 6 5 11 "Incidence" NA 6223 4 5 "1997_1998" 7
"1260" 2 6 5 11 "Incidence" NA 13352 8 9 "1997_1998" 7
"61" 1 1 6 1 "Incidence" NA 442933 36 32 "1999_2000" 7
"62" 2 1 6 1 "Incidence" NA 428418 29 21 "1999_2000" 7
"63" 1 2 6 1 "Incidence" NA 124184 13 10 "1999_2000" 7
"64" 2 2 6 1 "Incidence" NA 129926 11 8 "1999_2000" 7
"65" 1 3 6 1 "Incidence" NA 104644 15 15 "1999_2000" 7
"66" 2 3 6 1 "Incidence" NA 111824 13 10 "1999_2000" 7
"67" 1 4 6 1 "Incidence" NA 90457 17 26 "1999_2000" 7
"68" 2 4 6 1 "Incidence" NA 103359 16 24 "1999_2000" 7
"69" 1 5 6 1 "Incidence" NA 61160 16 28 "1999_2000" 7
"70" 2 5 6 1 "Incidence" NA 83622 19 27 "1999_2000" 7
"71" 1 6 6 1 "Incidence" NA 19115 7 9 "1999_2000" 7
"72" 2 6 6 1 "Incidence" NA 45273 14 12 "1999_2000" 7
"181" 1 1 6 2 "Incidence" NA 58083 15 17 "1999_2000" 7
"182" 2 1 6 2 "Incidence" NA 56193 15 18 "1999_2000" 7
"183" 1 2 6 2 "Incidence" NA 17798 6 5 "1999_2000" 7
"184" 2 2 6 2 "Incidence" NA 16526 6 5 "1999_2000" 7
"185" 1 3 6 2 "Incidence" NA 14025 7 4 "1999_2000" 7
"186" 2 3 6 2 "Incidence" NA 13233 6 5 "1999_2000" 7
"187" 1 4 6 2 "Incidence" NA 11751 7 8 "1999_2000" 7
"188" 2 4 6 2 "Incidence" NA 11914 8 7 "1999_2000" 7
"189" 1 5 6 2 "Incidence" NA 8439 7 10 "1999_2000" 7
"190" 2 5 6 2 "Incidence" NA 10732 10 5 "1999_2000" 7
"191" 1 6 6 2 "Incidence" NA 3044 4 5 "1999_2000" 7
"192" 2 6 6 2 "Incidence" NA 6389 8 6 "1999_2000" 7
"301" 1 1 6 3 "Incidence" NA 71771 15 18 "1999_2000" 7
"302" 2 1 6 3 "Incidence" NA 68467 15 17 "1999_2000" 7
"303" 1 2 6 3 "Incidence" NA 20691 6 6 "1999_2000" 7
"304" 2 2 6 3 "Incidence" NA 19852 6 5 "1999_2000" 7
"305" 1 3 6 3 "Incidence" NA 17239 7 4 "1999_2000" 7
"306" 2 3 6 3 "Incidence" NA 16285 7 5 "1999_2000" 7
"307" 1 4 6 3 "Incidence" NA 14381 7 8 "1999_2000" 7
"308" 2 4 6 3 "Incidence" NA 14390 8 6 "1999_2000" 7
"309" 1 5 6 3 "Incidence" NA 9570 7 5 "1999_2000" 7
"310" 2 5 6 3 "Incidence" NA 12047 9 9 "1999_2000" 7
"311" 1 6 6 3 "Incidence" NA 3276 4 6 "1999_2000" 7
"312" 2 6 6 3 "Incidence" NA 6760 7 5 "1999_2000" 7
"421" 1 1 6 4 "Incidence" NA 95162 17 18 "1999_2000" 7
"422" 2 1 6 4 "Incidence" NA 89182 16 18 "1999_2000" 7
"423" 1 2 6 4 "Incidence" NA 27557 6 7 "1999_2000" 7
"424" 2 2 6 4 "Incidence" NA 26013 6 5 "1999_2000" 7
"425" 1 3 6 4 "Incidence" NA 23881 8 13 "1999_2000" 7
"426" 2 3 6 4 "Incidence" NA 22368 7 5 "1999_2000" 7
"427" 1 4 6 4 "Incidence" NA 18822 8 9 "1999_2000" 7
"428" 2 4 6 4 "Incidence" NA 19690 8 7 "1999_2000" 7
"429" 1 5 6 4 "Incidence" NA 13052 8 6 "1999_2000" 7
"430" 2 5 6 4 "Incidence" NA 16680 10 9 "1999_2000" 7
"431" 1 6 6 4 "Incidence" NA 4626 4 5 "1999_2000" 7
"432" 2 6 6 4 "Incidence" NA 9463 8 8 "1999_2000" 7
"541" 1 1 6 5 "Incidence" NA 56562 14 18 "1999_2000" 7
"542" 2 1 6 5 "Incidence" NA 52598 15 18 "1999_2000" 7
"543" 1 2 6 5 "Incidence" NA 16468 5 6 "1999_2000" 7
"544" 2 2 6 5 "Incidence" NA 15098 6 4 "1999_2000" 7
"545" 1 3 6 5 "Incidence" NA 13874 6 5 "1999_2000" 7
"546" 2 3 6 5 "Incidence" NA 13051 7 4 "1999_2000" 7
"547" 1 4 6 5 "Incidence" NA 11827 7 8 "1999_2000" 7
"548" 2 4 6 5 "Incidence" NA 11581 8 6 "1999_2000" 7
"549" 1 5 6 5 "Incidence" NA 7626 7 9 "1999_2000" 7
"550" 2 5 6 5 "Incidence" NA 9559 9 7 "1999_2000" 7
"551" 1 6 6 5 "Incidence" NA 2577 3 5 "1999_2000" 7
"552" 2 6 6 5 "Incidence" NA 5482 7 6 "1999_2000" 7
"661" 1 1 6 6 "Incidence" NA 198183 25 21 "1999_2000" 7
"662" 2 1 6 6 "Incidence" NA 189988 20 19 "1999_2000" 7
"663" 1 2 6 6 "Incidence" NA 54684 9 7 "1999_2000" 7
"664" 2 2 6 6 "Incidence" NA 57065 8 7 "1999_2000" 7
"665" 1 3 6 6 "Incidence" NA 47578 11 13 "1999_2000" 7
"666" 2 3 6 6 "Incidence" NA 50308 9 14 "1999_2000" 7
"667" 1 4 6 6 "Incidence" NA 36672 11 14 "1999_2000" 7
"668" 2 4 6 6 "Incidence" NA 42448 10 10 "1999_2000" 7
"669" 1 5 6 6 "Incidence" NA 24021 10 10 "1999_2000" 7
"670" 2 5 6 6 "Incidence" NA 34987 12 10 "1999_2000" 7
"671" 1 6 6 6 "Incidence" NA 8500 5 4 "1999_2000" 7
"672" 2 6 6 6 "Incidence" NA 21478 10 15 "1999_2000" 7
"781" 1 1 6 7 "Incidence" NA 153312 22 17 "1999_2000" 7
"782" 2 1 6 7 "Incidence" NA 148155 20 19 "1999_2000" 7
"783" 1 2 6 7 "Incidence" NA 43306 8 9 "1999_2000" 7
"784" 2 2 6 7 "Incidence" NA 43172 8 5 "1999_2000" 7
"785" 1 3 6 7 "Incidence" NA 37304 10 12 "1999_2000" 7
"786" 2 3 6 7 "Incidence" NA 35602 9 11 "1999_2000" 7
"787" 1 4 6 7 "Incidence" NA 28266 10 12 "1999_2000" 7
"788" 2 4 6 7 "Incidence" NA 28038 9 7 "1999_2000" 7
"789" 1 5 6 7 "Incidence" NA 17829 9 9 "1999_2000" 7
"790" 2 5 6 7 "Incidence" NA 22571 10 9 "1999_2000" 7
"791" 1 6 6 7 "Incidence" NA 6748 5 9 "1999_2000" 7
"792" 2 6 6 7 "Incidence" NA 13645 9 5 "1999_2000" 7
"901" 1 1 6 8 "Incidence" NA 32032 11 18 "1999_2000" 7
"902" 2 1 6 8 "Incidence" NA 28345 11 17 "1999_2000" 7
"903" 1 2 6 8 "Incidence" NA 9598 4 4 "1999_2000" 7
"904" 2 2 6 8 "Incidence" NA 8179 4 4 "1999_2000" 7
"905" 1 3 6 8 "Incidence" NA 8007 5 4 "1999_2000" 7
"906" 2 3 6 8 "Incidence" NA 7136 5 4 "1999_2000" 7
"907" 1 4 6 8 "Incidence" NA 7390 6 8 "1999_2000" 7
"908" 2 4 6 8 "Incidence" NA 7575 7 4 "1999_2000" 7
"909" 1 5 6 8 "Incidence" NA 6704 8 7 "1999_2000" 7
"910" 2 5 6 8 "Incidence" NA 7895 10 7 "1999_2000" 7
"911" 1 6 6 8 "Incidence" NA 2727 5 4 "1999_2000" 7
"912" 2 6 6 8 "Incidence" NA 5134 9 5 "1999_2000" 7
"1021" 1 1 6 9 "Incidence" NA 65837 15 19 "1999_2000" 7
"1022" 2 1 6 9 "Incidence" NA 61853 13 18 "1999_2000" 7
"1023" 1 2 6 9 "Incidence" NA 17465 5 5 "1999_2000" 7
