"sex" "age" "period" "region" "outcome" "cases" "pop" "casosPred" "casosO" "PredHasta" "mod"
"404" 2 4 4 4 "Incidence" NA 21100 9 9 "1995_1996" 4
"405" 1 5 4 4 "Incidence" NA 11044 7 8 "1995_1996" 4
"406" 2 5 4 4 "Incidence" NA 14568 9 7 "1995_1996" 4
"407" 1 6 4 4 "Incidence" NA 3954 4 7 "1995_1996" 4
"408" 2 6 4 4 "Incidence" NA 8417 7 7 "1995_1996" 4
"517" 1 1 4 5 "Incidence" NA 60417 13 20 "1995_1996" 4
"518" 2 1 4 5 "Incidence" NA 56335 17 20 "1995_1996" 4
"519" 1 2 4 5 "Incidence" NA 15944 5 6 "1995_1996" 4
"520" 2 2 4 5 "Incidence" NA 14400 6 4 "1995_1996" 4
"521" 1 3 4 5 "Incidence" NA 12831 6 7 "1995_1996" 4
"522" 2 3 4 5 "Incidence" NA 12148 7 6 "1995_1996" 4
"523" 1 4 4 5 "Incidence" NA 12348 7 7 "1995_1996" 4
"524" 2 4 4 5 "Incidence" NA 12230 8 7 "1995_1996" 4
"525" 1 5 4 5 "Incidence" NA 6251 6 4 "1995_1996" 4
"526" 2 5 4 5 "Incidence" NA 8191 7 5 "1995_1996" 4
"527" 1 6 4 5 "Incidence" NA 2292 4 7 "1995_1996" 4
"528" 2 6 4 5 "Incidence" NA 4886 6 5 "1995_1996" 4
"637" 1 1 4 6 "Incidence" NA 208700 23 23 "1995_1996" 4
"638" 2 1 4 6 "Incidence" NA 202324 22 18 "1995_1996" 4
"639" 1 2 4 6 "Incidence" NA 52686 7 6 "1995_1996" 4
"640" 2 2 4 6 "Incidence" NA 54836 8 6 "1995_1996" 4
"641" 1 3 4 6 "Incidence" NA 42970 9 15 "1995_1996" 4
"642" 2 3 4 6 "Incidence" NA 45241 9 10 "1995_1996" 4
"643" 1 4 4 6 "Incidence" NA 36882 10 13 "1995_1996" 4
"644" 2 4 4 6 "Incidence" NA 43136 11 14 "1995_1996" 4
"645" 1 5 4 6 "Incidence" NA 19876 9 13 "1995_1996" 4
"646" 2 5 4 6 "Incidence" NA 31213 10 12 "1995_1996" 4
"647" 1 6 4 6 "Incidence" NA 7509 5 8 "1995_1996" 4
"648" 2 6 4 6 "Incidence" NA 18946 9 6 "1995_1996" 4
"757" 1 1 4 7 "Incidence" NA 159814 21 22 "1995_1996" 4
"758" 2 1 4 7 "Incidence" NA 156239 23 20 "1995_1996" 4
"759" 1 2 4 7 "Incidence" NA 41496 7 7 "1995_1996" 4
"760" 2 2 4 7 "Incidence" NA 40321 8 5 "1995_1996" 4
"761" 1 3 4 7 "Incidence" NA 33421 8 8 "1995_1996" 4
"762" 2 3 4 7 "Incidence" NA 31031 8 7 "1995_1996" 4
"763" 1 4 4 7 "Incidence" NA 27659 9 9 "1995_1996" 4
"764" 2 4 4 7 "Incidence" NA 28057 9 8 "1995_1996" 4
"765" 1 5 4 7 "Incidence" NA 14481 8 12 "1995_1996" 4
"766" 2 5 4 7 "Incidence" NA 19506 9 5 "1995_1996" 4
"767" 1 6 4 7 "Incidence" NA 5969 5 4 "1995_1996" 4
"768" 2 6 4 7 "Incidence" NA 11786 7 6 "1995_1996" 4
"877" 1 1 4 8 "Incidence" NA 33316 10 18 "1995_1996" 4
"878" 2 1 4 8 "Incidence" NA 29936 13 16 "1995_1996" 4
"879" 1 2 4 8 "Incidence" NA 8905 4 7 "1995_1996" 4
"880" 2 2 4 8 "Incidence" NA 7663 5 4 "1995_1996" 4
"881" 1 3 4 8 "Incidence" NA 7303 4 8 "1995_1996" 4
"882" 2 3 4 8 "Incidence" NA 6631 5 5 "1995_1996" 4
"883" 1 4 4 8 "Incidence" NA 8212 6 5 "1995_1996" 4
"884" 2 4 4 8 "Incidence" NA 8448 8 4 "1995_1996" 4
"885" 1 5 4 8 "Incidence" NA 5942 7 6 "1995_1996" 4
"886" 2 5 4 8 "Incidence" NA 7201 9 6 "1995_1996" 4
"887" 1 6 4 8 "Incidence" NA 2494 5 4 "1995_1996" 4
"888" 2 6 4 8 "Incidence" NA 4586 8 4 "1995_1996" 4
"997" 1 1 4 9 "Incidence" NA 65946 13 18 "1995_1996" 4
"998" 2 1 4 9 "Incidence" NA 63046 15 17 "1995_1996" 4
"999" 1 2 4 9 "Incidence" NA 16022 4 6 "1995_1996" 4
"1000" 2 2 4 9 "Incidence" NA 14515 5 6 "1995_1996" 4
"1001" 1 3 4 9 "Incidence" NA 13250 5 4 "1995_1996" 4
"1002" 2 3 4 9 "Incidence" NA 12745 6 4 "1995_1996" 4
"1003" 1 4 4 9 "Incidence" NA 14544 7 8 "1995_1996" 4
"1004" 2 4 4 9 "Incidence" NA 15542 8 5 "1995_1996" 4
"1005" 1 5 4 9 "Incidence" NA 10482 8 8 "1995_1996" 4
"1006" 2 5 4 9 "Incidence" NA 13348 10 4 "1995_1996" 4
"1007" 1 6 4 9 "Incidence" NA 3911 5 4 "1995_1996" 4
"1008" 2 6 4 9 "Incidence" NA 7416 7 5 "1995_1996" 4
"1117" 1 1 4 10 "Incidence" NA 36985 11 17 "1995_1996" 4
"1118" 2 1 4 10 "Incidence" NA 32803 14 18 "1995_1996" 4
"1119" 1 2 4 10 "Incidence" NA 10018 4 4 "1995_1996" 4
"1120" 2 2 4 10 "Incidence" NA 7764 5 5 "1995_1996" 4
"1121" 1 3 4 10 "Incidence" NA 7831 4 6 "1995_1996" 4
"1122" 2 3 4 10 "Incidence" NA 6566 5 5 "1995_1996" 4
"1123" 1 4 4 10 "Incidence" NA 8532 6 6 "1995_1996" 4
"1124" 2 4 4 10 "Incidence" NA 7619 7 6 "1995_1996" 4
"1125" 1 5 4 10 "Incidence" NA 5484 6 5 "1995_1996" 4
"1126" 2 5 4 10 "Incidence" NA 6392 8 7 "1995_1996" 4
"1127" 1 6 4 10 "Incidence" NA 2341 4 4 "1995_1996" 4
"1128" 2 6 4 10 "Incidence" NA 4062 7 5 "1995_1996" 4
"1237" 1 1 4 11 "Incidence" NA 148673 23 20 "1995_1996" 4
"1238" 2 1 4 11 "Incidence" NA 144564 23 18 "1995_1996" 4
"1239" 1 2 4 11 "Incidence" NA 35209 7 6 "1995_1996" 4
"1240" 2 2 4 11 "Incidence" NA 37950 8 6 "1995_1996" 4
"1241" 1 3 4 11 "Incidence" NA 28158 8 9 "1995_1996" 4
"1242" 2 3 4 11 "Incidence" NA 29315 9 7 "1995_1996" 4
"1243" 1 4 4 11 "Incidence" NA 22727 9 8 "1995_1996" 4
"1244" 2 4 4 11 "Incidence" NA 25821 9 14 "1995_1996" 4
"1245" 1 5 4 11 "Incidence" NA 13357 8 11 "1995_1996" 4
"1246" 2 5 4 11 "Incidence" NA 19549 10 11 "1995_1996" 4
"1247" 1 6 4 11 "Incidence" NA 5757 6 7 "1995_1996" 4
"1248" 2 6 4 11 "Incidence" NA 11968 8 4 "1995_1996" 4
"49" 1 1 5 1 "Incidence" NA 462801 31 35 "1997_1998" 4
"50" 2 1 5 1 "Incidence" NA 449618 32 29 "1997_1998" 4
"51" 1 2 5 1 "Incidence" NA 121136 10 12 "1997_1998" 4
"52" 2 2 5 1 "Incidence" NA 126224 12 10 "1997_1998" 4
"53" 1 3 5 1 "Incidence" NA 100816 13 24 "1997_1998" 4
"54" 2 3 5 1 "Incidence" NA 108126 14 6 "1997_1998" 4
"55" 1 4 5 1 "Incidence" NA 95041 16 19 "1997_1998" 4
"56" 2 4 5 1 "Incidence" NA 107005 17 20 "1997_1998" 4
"57" 1 5 5 1 "Incidence" NA 54598 15 16 "1997_1998" 4
"58" 2 5 5 1 "Incidence" NA 76874 16 23 "1997_1998" 4
"59" 1 6 5 1 "Incidence" NA 17745 8 7 "1997_1998" 4
"60" 2 6 5 1 "Incidence" NA 42653 12 12 "1997_1998" 4
"169" 1 1 5 2 "Incidence" NA 58833 13 18 "1997_1998" 4
"170" 2 1 5 2 "Incidence" NA 57043 16 21 "1997_1998" 4
"171" 1 2 5 2 "Incidence" NA 16698 5 4 "1997_1998" 4
"172" 2 2 5 2 "Incidence" NA 15488 6 5 "1997_1998" 4
"173" 1 3 5 2 "Incidence" NA 12929 6 4 "1997_1998" 4
"174" 2 3 5 2 "Incidence" NA 12285 6 7 "1997_1998" 4
"175" 1 4 5 2 "Incidence" NA 12159 7 6 "1997_1998" 4
"176" 2 4 5 2 "Incidence" NA 12290 8 8 "1997_1998" 4
"177" 1 5 5 2 "Incidence" NA 7789 7 11 "1997_1998" 4
"178" 2 5 5 2 "Incidence" NA 10254 9 8 "1997_1998" 4
"179" 1 6 5 2 "Incidence" NA 2796 4 5 "1997_1998" 4
"180" 2 6 5 2 "Incidence" NA 5941 7 5 "1997_1998" 4
"289" 1 1 5 3 "Incidence" NA 73919 14 18 "1997_1998" 4
"290" 2 1 5 3 "Incidence" NA 70651 17 17 "1997_1998" 4
"291" 1 2 5 3 "Incidence" NA 20081 5 5 "1997_1998" 4
"292" 2 2 5 3 "Incidence" NA 19026 6 4 "1997_1998" 4
"293" 1 3 5 3 "Incidence" NA 16427 6 4 "1997_1998" 4
"294" 2 3 5 3 "Incidence" NA 15557 7 6 "1997_1998" 4
"295" 1 4 5 3 "Incidence" NA 14795 7 6 "1997_1998" 4
"296" 2 4 5 3 "Incidence" NA 14790 8 6 "1997_1998" 4
"297" 1 5 5 3 "Incidence" NA 8784 7 5 "1997_1998" 4
"298" 2 5 5 3 "Incidence" NA 11229 8 5 "1997_1998" 4
"299" 1 6 5 3 "Incidence" NA 2976 4 5 "1997_1998" 4
"300" 2 6 5 3 "Incidence" NA 6288 6 4 "1997_1998" 4
"409" 1 1 5 4 "Incidence" NA 98240 15 18 "1997_1998" 4
"410" 2 1 5 4 "Incidence" NA 92402 18 17 "1997_1998" 4
"411" 1 2 5 4 "Incidence" NA 27337 5 6 "1997_1998" 4
"412" 2 2 5 4 "Incidence" NA 25371 7 6 "1997_1998" 4
"413" 1 3 5 4 "Incidence" NA 22455 7 5 "1997_1998" 4
"414" 2 3 5 4 "Incidence" NA 21150 7 6 "1997_1998" 4
"415" 1 4 5 4 "Incidence" NA 19582 8 11 "1997_1998" 4
"416" 2 4 5 4 "Incidence" NA 20596 9 10 "1997_1998" 4
"417" 1 5 5 4 "Incidence" NA 12044 7 10 "1997_1998" 4
"418" 2 5 5 4 "Incidence" NA 15584 9 11 "1997_1998" 4
"419" 1 6 5 4 "Incidence" NA 4288 4 4 "1997_1998" 4
"420" 2 6 5 4 "Incidence" NA 8971 7 6 "1997_1998" 4
"529" 1 1 5 5 "Incidence" NA 58442 13 18 "1997_1998" 4
"530" 2 1 5 5 "Incidence" NA 54428 16 17 "1997_1998" 4
"531" 1 2 5 5 "Incidence" NA 16212 5 5 "1997_1998" 4
"532" 2 2 5 5 "Incidence" NA 14726 6 4 "1997_1998" 4
"533" 1 3 5 5 "Incidence" NA 13226 5 5 "1997_1998" 4
"534" 2 3 5 5 "Incidence" NA 12501 7 5 "1997_1998" 4
"535" 1 4 5 5 "Incidence" NA 12191 7 5 "1997_1998" 4
"536" 2 4 5 5 "Incidence" NA 12011 8 7 "1997_1998" 4
"537" 1 5 5 5 "Incidence" NA 6916 6 6 "1997_1998" 4
"538" 2 5 5 5 "Incidence" NA 8827 8 7 "1997_1998" 4
"539" 1 6 5 5 "Incidence" NA 2429 4 4 "1997_1998" 4
"540" 2 6 5 5 "Incidence" NA 5206 6 4 "1997_1998" 4
"649" 1 1 5 6 "Incidence" NA 203617 22 26 "1997_1998" 4
"650" 2 1 5 6 "Incidence" NA 196414 22 20 "1997_1998" 4
"651" 1 2 5 6 "Incidence" NA 53696 7 9 "1997_1998" 4
"652" 2 2 5 6 "Incidence" NA 55961 8 7 "1997_1998" 4
"653" 1 3 5 6 "Incidence" NA 45066 9 16 "1997_1998" 4
"654" 2 3 5 6 "Incidence" NA 47522 10 9 "1997_1998" 4
"655" 1 4 5 6 "Incidence" NA 37052 10 14 "1997_1998" 4
"656" 2 4 5 6 "Incidence" NA 43074 11 10 "1997_1998" 4
"657" 1 5 5 6 "Incidence" NA 21911 9 11 "1997_1998" 4
"658" 2 5 5 6 "Incidence" NA 33101 11 11 "1997_1998" 4
"659" 1 6 5 6 "Incidence" NA 8022 6 7 "1997_1998" 4
"660" 2 6 5 6 "Incidence" NA 20260 9 9 "1997_1998" 4
"769" 1 1 5 7 "Incidence" NA 156688 20 20 "1997_1998" 4
"770" 2 1 5 7 "Incidence" NA 152435 22 22 "1997_1998" 4
"771" 1 2 5 7 "Incidence" NA 42426 7 10 "1997_1998" 4
"772" 2 2 5 7 "Incidence" NA 41760 8 10 "1997_1998" 4
"773" 1 3 5 7 "Incidence" NA 35210 8 6 "1997_1998" 4
"774" 2 3 5 7 "Incidence" NA 33114 9 4 "1997_1998" 4
"775" 1 4 5 7 "Incidence" NA 28208 9 7 "1997_1998" 4
"776" 2 4 5 7 "Incidence" NA 28248 9 9 "1997_1998" 4
"777" 1 5 5 7 "Incidence" NA 16103 8 13 "1997_1998" 4
"778" 2 5 5 7 "Incidence" NA 21031 9 9 "1997_1998" 4
"779" 1 6 5 7 "Incidence" NA 6378 5 6 "1997_1998" 4
"780" 2 6 5 7 "Incidence" NA 12757 7 5 "1997_1998" 4
"889" 1 1 5 8 "Incidence" NA 33154 10 17 "1997_1998" 4
"890" 2 1 5 8 "Incidence" NA 29646 12 17 "1997_1998" 4
"891" 1 2 5 8 "Incidence" NA 9371 4 5 "1997_1998" 4
"892" 2 2 5 8 "Incidence" NA 8032 5 5 "1997_1998" 4
"893" 1 3 5 8 "Incidence" NA 7668 4 5 "1997_1998" 4
"894" 2 3 5 8 "Incidence" NA 6821 5 6 "1997_1998" 4
"895" 1 4 5 8 "Incidence" NA 8006 6 7 "1997_1998" 4
"896" 2 4 5 8 "Incidence" NA 8336 8 6 "1997_1998" 4
"897" 1 5 5 8 "Incidence" NA 6452 7 7 "1997_1998" 4
"898" 2 5 5 8 "Incidence" NA 7654 10 4 "1997_1998" 4
"899" 1 6 5 8 "Incidence" NA 2658 5 5 "1997_1998" 4
"900" 2 6 5 8 "Incidence" NA 4922 8 5 "1997_1998" 4
"1009" 1 1 5 9 "Incidence" NA 67143 13 18 "1997_1998" 4
"1010" 2 1 5 9 "Incidence" NA 63829 15 16 "1997_1998" 4
"1011" 1 2 5 9 "Incidence" NA 17004 4 5 "1997_1998" 4
"1012" 2 2 5 9 "Incidence" NA 15407 5 4 "1997_1998" 4
"1013" 1 3 5 9 "Incidence" NA 13797 5 7 "1997_1998" 4
"1014" 2 3 5 9 "Incidence" NA 13239 6 5 "1997_1998" 4
"1015" 1 4 5 9 "Incidence" NA 14406 7 7 "1997_1998" 4
"1016" 2 4 5 9 "Incidence" NA 15508 8 6 "1997_1998" 4
"1017" 1 5 5 9 "Incidence" NA 11442 9 7 "1997_1998" 4
"1018" 2 5 5 9 "Incidence" NA 14091 10 5 "1997_1998" 4
"1019" 1 6 5 9 "Incidence" NA 4210 5 4 "1997_1998" 4
"1020" 2 6 5 9 "Incidence" NA 8176 8 6 "1997_1998" 4
"1129" 1 1 5 10 "Incidence" NA 37031 10 16 "1997_1998" 4
"1130" 2 1 5 10 "Incidence" NA 32805 14 19 "1997_1998" 4
"1131" 1 2 5 10 "Incidence" NA 10834 4 5 "1997_1998" 4
"1132" 2 2 5 10 "Incidence" NA 8353 5 4 "1997_1998" 4
"1133" 1 3 5 10 "Incidence" NA 8223 4 6 "1997_1998" 4
"1134" 2 3 5 10 "Incidence" NA 6819 5 4 "1997_1998" 4
"1135" 1 4 5 10 "Incidence" NA 8746 6 5 "1997_1998" 4
"1136" 2 4 5 10 "Incidence" NA 7663 8 5 "1997_1998" 4
"1137" 1 5 5 10 "Incidence" NA 6040 7 6 "1997_1998" 4
"1138" 2 5 5 10 "Incidence" NA 6906 9 4 "1997_1998" 4
"1139" 1 6 5 10 "Incidence" NA 2536 4 4 "1997_1998" 4
"1140" 2 6 5 10 "Incidence" NA 4406 8 5 "1997_1998" 4
"1249" 1 1 5 11 "Incidence" NA 151482 22 23 "1997_1998" 4
"1250" 2 1 5 11 "Incidence" NA 146976 24 22 "1997_1998" 4
"1251" 1 2 5 11 "Incidence" NA 37170 7 10 "1997_1998" 4
"1252" 2 2 5 11 "Incidence" NA 39979 9 6 "1997_1998" 4
"1253" 1 3 5 11 "Incidence" NA 30438 8 8 "1997_1998" 4
"1254" 2 3 5 11 "Incidence" NA 31709 9 7 "1997_1998" 4
"1255" 1 4 5 11 "Incidence" NA 23900 9 10 "1997_1998" 4
"1256" 2 4 5 11 "Incidence" NA 26879 10 13 "1997_1998" 4
"1257" 1 5 5 11 "Incidence" NA 14625 9 12 "1997_1998" 4
"1258" 2 5 5 11 "Incidence" NA 20899 10 10 "1997_1998" 4
"1259" 1 6 5 11 "Incidence" NA 6223 6 5 "1997_1998" 4
"1260" 2 6 5 11 "Incidence" NA 13352 9 9 "1997_1998" 4
"61" 1 1 6 1 "Incidence" NA 442933 31 32 "1999_2000" 4
"62" 2 1 6 1 "Incidence" NA 428418 31 21 "1999_2000" 4
"63" 1 2 6 1 "Incidence" NA 124184 11 10 "1999_2000" 4
"64" 2 2 6 1 "Incidence" NA 129926 12 8 "1999_2000" 4
"65" 1 3 6 1 "Incidence" NA 104644 13 15 "1999_2000" 4
"66" 2 3 6 1 "Incidence" NA 111824 14 10 "1999_2000" 4
"67" 1 4 6 1 "Incidence" NA 90457 15 26 "1999_2000" 4
"68" 2 4 6 1 "Incidence" NA 103359 17 24 "1999_2000" 4
"69" 1 5 6 1 "Incidence" NA 61160 17 28 "1999_2000" 4
"70" 2 5 6 1 "Incidence" NA 83622 18 27 "1999_2000" 4
"71" 1 6 6 1 "Incidence" NA 19115 8 9 "1999_2000" 4
"72" 2 6 6 1 "Incidence" NA 45273 13 12 "1999_2000" 4
"181" 1 1 6 2 "Incidence" NA 58083 13 17 "1999_2000" 4
"182" 2 1 6 2 "Incidence" NA 56193 17 18 "1999_2000" 4
"183" 1 2 6 2 "Incidence" NA 17798 5 5 "1999_2000" 4
"184" 2 2 6 2 "Incidence" NA 16526 7 5 "1999_2000" 4
"185" 1 3 6 2 "Incidence" NA 14025 6 4 "1999_2000" 4
"186" 2 3 6 2 "Incidence" NA 13233 7 5 "1999_2000" 4
"187" 1 4 6 2 "Incidence" NA 11751 7 8 "1999_2000" 4
"188" 2 4 6 2 "Incidence" NA 11914 8 7 "1999_2000" 4
"189" 1 5 6 2 "Incidence" NA 8439 7 10 "1999_2000" 4
"190" 2 5 6 2 "Incidence" NA 10732 10 5 "1999_2000" 4
"191" 1 6 6 2 "Incidence" NA 3044 4 5 "1999_2000" 4
"192" 2 6 6 2 "Incidence" NA 6389 7 6 "1999_2000" 4
"301" 1 1 6 3 "Incidence" NA 71771 13 18 "1999_2000" 4
"302" 2 1 6 3 "Incidence" NA 68467 17 17 "1999_2000" 4
"303" 1 2 6 3 "Incidence" NA 20691 5 6 "1999_2000" 4
"304" 2 2 6 3 "Incidence" NA 19852 7 5 "1999_2000" 4
"305" 1 3 6 3 "Incidence" NA 17239 6 4 "1999_2000" 4
"306" 2 3 6 3 "Incidence" NA 16285 7 5 "1999_2000" 4
"307" 1 4 6 3 "Incidence" NA 14381 7 8 "1999_2000" 4
"308" 2 4 6 3 "Incidence" NA 14390 8 6 "1999_2000" 4
"309" 1 5 6 3 "Incidence" NA 9570 7 5 "1999_2000" 4
"310" 2 5 6 3 "Incidence" NA 12047 9 9 "1999_2000" 4
"311" 1 6 6 3 "Incidence" NA 3276 4 6 "1999_2000" 4
"312" 2 6 6 3 "Incidence" NA 6760 6 5 "1999_2000" 4
"421" 1 1 6 4 "Incidence" NA 95162 15 18 "1999_2000" 4
"422" 2 1 6 4 "Incidence" NA 89182 18 18 "1999_2000" 4
"423" 1 2 6 4 "Incidence" NA 27557 6 7 "1999_2000" 4
"424" 2 2 6 4 "Incidence" NA 26013 7 5 "1999_2000" 4
"425" 1 3 6 4 "Incidence" NA 23881 7 13 "1999_2000" 4
"426" 2 3 6 4 "Incidence" NA 22368 8 5 "1999_2000" 4
"427" 1 4 6 4 "Incidence" NA 18822 7 9 "1999_2000" 4
"428" 2 4 6 4 "Incidence" NA 19690 9 7 "1999_2000" 4
"429" 1 5 6 4 "Incidence" NA 13052 8 6 "1999_2000" 4
"430" 2 5 6 4 "Incidence" NA 16680 10 9 "1999_2000" 4
"431" 1 6 6 4 "Incidence" NA 4626 5 5 "1999_2000" 4
"432" 2 6 6 4 "Incidence" NA 9463 7 8 "1999_2000" 4
"541" 1 1 6 5 "Incidence" NA 56562 12 18 "1999_2000" 4
"542" 2 1 6 5 "Incidence" NA 52598 16 18 "1999_2000" 4
"543" 1 2 6 5 "Incidence" NA 16468 5 6 "1999_2000" 4
"544" 2 2 6 5 "Incidence" NA 15098 6 4 "1999_2000" 4
"545" 1 3 6 5 "Incidence" NA 13874 6 5 "1999_2000" 4
"546" 2 3 6 5 "Incidence" NA 13051 7 4 "1999_2000" 4
"547" 1 4 6 5 "Incidence" NA 11827 6 8 "1999_2000" 4
"548" 2 4 6 5 "Incidence" NA 11581 8 6 "1999_2000" 4
"549" 1 5 6 5 "Incidence" NA 7626 7 9 "1999_2000" 4
"550" 2 5 6 5 "Incidence" NA 9559 9 7 "1999_2000" 4
"551" 1 6 6 5 "Incidence" NA 2577 4 5 "1999_2000" 4
"552" 2 6 6 5 "Incidence" NA 5482 7 6 "1999_2000" 4
"661" 1 1 6 6 "Incidence" NA 198183 22 21 "1999_2000" 4
"662" 2 1 6 6 "Incidence" NA 189988 22 19 "1999_2000" 4
"663" 1 2 6 6 "Incidence" NA 54684 8 7 "1999_2000" 4
"664" 2 2 6 6 "Incidence" NA 57065 9 7 "1999_2000" 4
"665" 1 3 6 6 "Incidence" NA 47578 10 13 "1999_2000" 4
"666" 2 3 6 6 "Incidence" NA 50308 10 14 "1999_2000" 4
"667" 1 4 6 6 "Incidence" NA 36672 10 14 "1999_2000" 4
"668" 2 4 6 6 "Incidence" NA 42448 11 10 "1999_2000" 4
"669" 1 5 6 6 "Incidence" NA 24021 10 10 "1999_2000" 4
"670" 2 5 6 6 "Incidence" NA 34987 12 10 "1999_2000" 4
"671" 1 6 6 6 "Incidence" NA 8500 6 4 "1999_2000" 4
"672" 2 6 6 6 "Incidence" NA 21478 10 15 "1999_2000" 4
"781" 1 1 6 7 "Incidence" NA 153312 20 17 "1999_2000" 4
"782" 2 1 6 7 "Incidence" NA 148155 22 19 "1999_2000" 4
"783" 1 2 6 7 "Incidence" NA 43306 7 9 "1999_2000" 4
"784" 2 2 6 7 "Incidence" NA 43172 9 5 "1999_2000" 4
"785" 1 3 6 7 "Incidence" NA 37304 9 12 "1999_2000" 4
"786" 2 3 6 7 "Incidence" NA 35602 9 11 "1999_2000" 4
"787" 1 4 6 7 "Incidence" NA 28266 9 12 "1999_2000" 4
"788" 2 4 6 7 "Incidence" NA 28038 9 7 "1999_2000" 4
"789" 1 5 6 7 "Incidence" NA 17829 9 9 "1999_2000" 4
"790" 2 5 6 7 "Incidence" NA 22571 10 9 "1999_2000" 4
"791" 1 6 6 7 "Incidence" NA 6748 5 9 "1999_2000" 4
"792" 2 6 6 7 "Incidence" NA 13645 8 5 "1999_2000" 4
"901" 1 1 6 8 "Incidence" NA 32032 10 18 "1999_2000" 4
"902" 2 1 6 8 "Incidence" NA 28345 12 17 "1999_2000" 4
"903" 1 2 6 8 "Incidence" NA 9598 4 4 "1999_2000" 4
"904" 2 2 6 8 "Incidence" NA 8179 5 4 "1999_2000" 4
"905" 1 3 6 8 "Incidence" NA 8007 5 4 "1999_2000" 4
"906" 2 3 6 8 "Incidence" NA 7136 5 4 "1999_2000" 4
"907" 1 4 6 8 "Incidence" NA 7390 5 8 "1999_2000" 4
"908" 2 4 6 8 "Incidence" NA 7575 7 4 "1999_2000" 4
"909" 1 5 6 8 "Incidence" NA 6704 8 7 "1999_2000" 4
"910" 2 5 6 8 "Incidence" NA 7895 10 7 "1999_2000" 4
"911" 1 6 6 8 "Incidence" NA 2727 5 4 "1999_2000" 4
"912" 2 6 6 8 "Incidence" NA 5134 8 5 "1999_2000" 4
"1021" 1 1 6 9 "Incidence" NA 65837 13 19 "1999_2000" 4
"1022" 2 1 6 9 "Incidence" NA 61853 15 18 "1999_2000" 4
"1023" 1 2 6 9 "Incidence" NA 17465 4 5 "1999_2000" 4
