"sex" "age" "period" "region" "outcome" "cases" "pop" "casosPred" "casosO" "PredHasta" "mod"
"885" 1 5 4 8 "Incidence" NA 5942 7 6 "1995_1996" 1
"886" 2 5 4 8 "Incidence" NA 7201 9 6 "1995_1996" 1
"887" 1 6 4 8 "Incidence" NA 2494 4 4 "1995_1996" 1
"888" 2 6 4 8 "Incidence" NA 4586 8 4 "1995_1996" 1
"997" 1 1 4 9 "Incidence" NA 65946 14 18 "1995_1996" 1
"998" 2 1 4 9 "Incidence" NA 63046 14 17 "1995_1996" 1
"999" 1 2 4 9 "Incidence" NA 16022 5 6 "1995_1996" 1
"1000" 2 2 4 9 "Incidence" NA 14515 4 6 "1995_1996" 1
"1001" 1 3 4 9 "Incidence" NA 13250 5 4 "1995_1996" 1
"1002" 2 3 4 9 "Incidence" NA 12745 5 4 "1995_1996" 1
"1003" 1 4 4 9 "Incidence" NA 14544 8 8 "1995_1996" 1
"1004" 2 4 4 9 "Incidence" NA 15542 8 5 "1995_1996" 1
"1005" 1 5 4 9 "Incidence" NA 10482 8 8 "1995_1996" 1
"1006" 2 5 4 9 "Incidence" NA 13348 10 4 "1995_1996" 1
"1007" 1 6 4 9 "Incidence" NA 3911 4 4 "1995_1996" 1
"1008" 2 6 4 9 "Incidence" NA 7416 8 5 "1995_1996" 1
"1117" 1 1 4 10 "Incidence" NA 36985 12 17 "1995_1996" 1
"1118" 2 1 4 10 "Incidence" NA 32803 13 18 "1995_1996" 1
"1119" 1 2 4 10 "Incidence" NA 10018 4 4 "1995_1996" 1
"1120" 2 2 4 10 "Incidence" NA 7764 4 5 "1995_1996" 1
"1121" 1 3 4 10 "Incidence" NA 7831 5 6 "1995_1996" 1
"1122" 2 3 4 10 "Incidence" NA 6566 5 5 "1995_1996" 1
"1123" 1 4 4 10 "Incidence" NA 8532 7 6 "1995_1996" 1
"1124" 2 4 4 10 "Incidence" NA 7619 7 6 "1995_1996" 1
"1125" 1 5 4 10 "Incidence" NA 5484 6 5 "1995_1996" 1
"1126" 2 5 4 10 "Incidence" NA 6392 9 7 "1995_1996" 1
"1127" 1 6 4 10 "Incidence" NA 2341 4 4 "1995_1996" 1
"1128" 2 6 4 10 "Incidence" NA 4062 8 5 "1995_1996" 1
"1237" 1 1 4 11 "Incidence" NA 148673 25 20 "1995_1996" 1
"1238" 2 1 4 11 "Incidence" NA 144564 22 18 "1995_1996" 1
"1239" 1 2 4 11 "Incidence" NA 35209 8 6 "1995_1996" 1
"1240" 2 2 4 11 "Incidence" NA 37950 8 6 "1995_1996" 1
"1241" 1 3 4 11 "Incidence" NA 28158 9 9 "1995_1996" 1
"1242" 2 3 4 11 "Incidence" NA 29315 8 7 "1995_1996" 1
"1243" 1 4 4 11 "Incidence" NA 22727 9 8 "1995_1996" 1
"1244" 2 4 4 11 "Incidence" NA 25821 9 14 "1995_1996" 1
"1245" 1 5 4 11 "Incidence" NA 13357 8 11 "1995_1996" 1
"1246" 2 5 4 11 "Incidence" NA 19549 10 11 "1995_1996" 1
"1247" 1 6 4 11 "Incidence" NA 5757 5 7 "1995_1996" 1
"1248" 2 6 4 11 "Incidence" NA 11968 9 4 "1995_1996" 1
"49" 1 1 5 1 "Incidence" NA 462801 35 35 "1997_1998" 1
"50" 2 1 5 1 "Incidence" NA 449618 29 29 "1997_1998" 1
"51" 1 2 5 1 "Incidence" NA 121136 12 12 "1997_1998" 1
"52" 2 2 5 1 "Incidence" NA 126224 10 10 "1997_1998" 1
"53" 1 3 5 1 "Incidence" NA 100816 14 24 "1997_1998" 1
"54" 2 3 5 1 "Incidence" NA 108126 13 6 "1997_1998" 1
"55" 1 4 5 1 "Incidence" NA 95041 17 19 "1997_1998" 1
"56" 2 4 5 1 "Incidence" NA 107005 16 20 "1997_1998" 1
"57" 1 5 5 1 "Incidence" NA 54598 14 16 "1997_1998" 1
"58" 2 5 5 1 "Incidence" NA 76874 17 23 "1997_1998" 1
"59" 1 6 5 1 "Incidence" NA 17745 7 7 "1997_1998" 1
"60" 2 6 5 1 "Incidence" NA 42653 13 12 "1997_1998" 1
"169" 1 1 5 2 "Incidence" NA 58833 15 18 "1997_1998" 1
"170" 2 1 5 2 "Incidence" NA 57043 15 21 "1997_1998" 1
"171" 1 2 5 2 "Incidence" NA 16698 6 4 "1997_1998" 1
"172" 2 2 5 2 "Incidence" NA 15488 5 5 "1997_1998" 1
"173" 1 3 5 2 "Incidence" NA 12929 6 4 "1997_1998" 1
"174" 2 3 5 2 "Incidence" NA 12285 6 7 "1997_1998" 1
"175" 1 4 5 2 "Incidence" NA 12159 7 6 "1997_1998" 1
"176" 2 4 5 2 "Incidence" NA 12290 8 8 "1997_1998" 1
"177" 1 5 5 2 "Incidence" NA 7789 7 11 "1997_1998" 1
"178" 2 5 5 2 "Incidence" NA 10254 9 8 "1997_1998" 1
"179" 1 6 5 2 "Incidence" NA 2796 4 5 "1997_1998" 1
"180" 2 6 5 2 "Incidence" NA 5941 7 5 "1997_1998" 1
"289" 1 1 5 3 "Incidence" NA 73919 15 18 "1997_1998" 1
"290" 2 1 5 3 "Incidence" NA 70651 15 17 "1997_1998" 1
"291" 1 2 5 3 "Incidence" NA 20081 6 5 "1997_1998" 1
"292" 2 2 5 3 "Incidence" NA 19026 6 4 "1997_1998" 1
"293" 1 3 5 3 "Incidence" NA 16427 6 4 "1997_1998" 1
"294" 2 3 5 3 "Incidence" NA 15557 6 6 "1997_1998" 1
"295" 1 4 5 3 "Incidence" NA 14795 7 6 "1997_1998" 1
"296" 2 4 5 3 "Incidence" NA 14790 8 6 "1997_1998" 1
"297" 1 5 5 3 "Incidence" NA 8784 6 5 "1997_1998" 1
"298" 2 5 5 3 "Incidence" NA 11229 8 5 "1997_1998" 1
"299" 1 6 5 3 "Incidence" NA 2976 3 5 "1997_1998" 1
"300" 2 6 5 3 "Incidence" NA 6288 7 4 "1997_1998" 1
"409" 1 1 5 4 "Incidence" NA 98240 17 18 "1997_1998" 1
"410" 2 1 5 4 "Incidence" NA 92402 16 17 "1997_1998" 1
"411" 1 2 5 4 "Incidence" NA 27337 6 6 "1997_1998" 1
"412" 2 2 5 4 "Incidence" NA 25371 6 6 "1997_1998" 1
"413" 1 3 5 4 "Incidence" NA 22455 7 5 "1997_1998" 1
"414" 2 3 5 4 "Incidence" NA 21150 7 6 "1997_1998" 1
"415" 1 4 5 4 "Incidence" NA 19582 8 11 "1997_1998" 1
"416" 2 4 5 4 "Incidence" NA 20596 8 10 "1997_1998" 1
"417" 1 5 5 4 "Incidence" NA 12044 7 10 "1997_1998" 1
"418" 2 5 5 4 "Incidence" NA 15584 9 11 "1997_1998" 1
"419" 1 6 5 4 "Incidence" NA 4288 4 4 "1997_1998" 1
"420" 2 6 5 4 "Incidence" NA 8971 7 6 "1997_1998" 1
"529" 1 1 5 5 "Incidence" NA 58442 14 18 "1997_1998" 1
"530" 2 1 5 5 "Incidence" NA 54428 15 17 "1997_1998" 1
"531" 1 2 5 5 "Incidence" NA 16212 5 5 "1997_1998" 1
"532" 2 2 5 5 "Incidence" NA 14726 5 4 "1997_1998" 1
"533" 1 3 5 5 "Incidence" NA 13226 6 5 "1997_1998" 1
"534" 2 3 5 5 "Incidence" NA 12501 6 5 "1997_1998" 1
"535" 1 4 5 5 "Incidence" NA 12191 7 5 "1997_1998" 1
"536" 2 4 5 5 "Incidence" NA 12011 8 7 "1997_1998" 1
"537" 1 5 5 5 "Incidence" NA 6916 6 6 "1997_1998" 1
"538" 2 5 5 5 "Incidence" NA 8827 8 7 "1997_1998" 1
"539" 1 6 5 5 "Incidence" NA 2429 3 4 "1997_1998" 1
"540" 2 6 5 5 "Incidence" NA 5206 7 4 "1997_1998" 1
"649" 1 1 5 6 "Incidence" NA 203617 24 26 "1997_1998" 1
"650" 2 1 5 6 "Incidence" NA 196414 20 20 "1997_1998" 1
"651" 1 2 5 6 "Incidence" NA 53696 8 9 "1997_1998" 1
"652" 2 2 5 6 "Incidence" NA 55961 7 7 "1997_1998" 1
"653" 1 3 5 6 "Incidence" NA 45066 10 16 "1997_1998" 1
"654" 2 3 5 6 "Incidence" NA 47522 9 9 "1997_1998" 1
"655" 1 4 5 6 "Incidence" NA 37052 10 14 "1997_1998" 1
"656" 2 4 5 6 "Incidence" NA 43074 10 10 "1997_1998" 1
"657" 1 5 5 6 "Incidence" NA 21911 9 11 "1997_1998" 1
"658" 2 5 5 6 "Incidence" NA 33101 11 11 "1997_1998" 1
"659" 1 6 5 6 "Incidence" NA 8022 5 7 "1997_1998" 1
"660" 2 6 5 6 "Incidence" NA 20260 10 9 "1997_1998" 1
"769" 1 1 5 7 "Incidence" NA 156688 22 20 "1997_1998" 1
"770" 2 1 5 7 "Incidence" NA 152435 20 22 "1997_1998" 1
"771" 1 2 5 7 "Incidence" NA 42426 8 10 "1997_1998" 1
"772" 2 2 5 7 "Incidence" NA 41760 7 10 "1997_1998" 1
"773" 1 3 5 7 "Incidence" NA 35210 9 6 "1997_1998" 1
"774" 2 3 5 7 "Incidence" NA 33114 8 4 "1997_1998" 1
"775" 1 4 5 7 "Incidence" NA 28208 9 7 "1997_1998" 1
"776" 2 4 5 7 "Incidence" NA 28248 9 9 "1997_1998" 1
"777" 1 5 5 7 "Incidence" NA 16103 8 13 "1997_1998" 1
"778" 2 5 5 7 "Incidence" NA 21031 10 9 "1997_1998" 1
"779" 1 6 5 7 "Incidence" NA 6378 5 6 "1997_1998" 1
"780" 2 6 5 7 "Incidence" NA 12757 8 5 "1997_1998" 1
"889" 1 1 5 8 "Incidence" NA 33154 11 17 "1997_1998" 1
"890" 2 1 5 8 "Incidence" NA 29646 11 17 "1997_1998" 1
"891" 1 2 5 8 "Incidence" NA 9371 4 5 "1997_1998" 1
"892" 2 2 5 8 "Incidence" NA 8032 4 5 "1997_1998" 1
"893" 1 3 5 8 "Incidence" NA 7668 5 5 "1997_1998" 1
"894" 2 3 5 8 "Incidence" NA 6821 5 6 "1997_1998" 1
"895" 1 4 5 8 "Incidence" NA 8006 6 7 "1997_1998" 1
"896" 2 4 5 8 "Incidence" NA 8336 7 6 "1997_1998" 1
"897" 1 5 5 8 "Incidence" NA 6452 7 7 "1997_1998" 1
"898" 2 5 5 8 "Incidence" NA 7654 10 4 "1997_1998" 1
"899" 1 6 5 8 "Incidence" NA 2658 4 5 "1997_1998" 1
"900" 2 6 5 8 "Incidence" NA 4922 8 5 "1997_1998" 1
"1009" 1 1 5 9 "Incidence" NA 67143 14 18 "1997_1998" 1
"1010" 2 1 5 9 "Incidence" NA 63829 13 16 "1997_1998" 1
"1011" 1 2 5 9 "Incidence" NA 17004 5 5 "1997_1998" 1
"1012" 2 2 5 9 "Incidence" NA 15407 4 4 "1997_1998" 1
"1013" 1 3 5 9 "Incidence" NA 13797 6 7 "1997_1998" 1
"1014" 2 3 5 9 "Incidence" NA 13239 5 5 "1997_1998" 1
"1015" 1 4 5 9 "Incidence" NA 14406 7 7 "1997_1998" 1
"1016" 2 4 5 9 "Incidence" NA 15508 8 6 "1997_1998" 1
"1017" 1 5 5 9 "Incidence" NA 11442 8 7 "1997_1998" 1
"1018" 2 5 5 9 "Incidence" NA 14091 10 5 "1997_1998" 1
"1019" 1 6 5 9 "Incidence" NA 4210 5 4 "1997_1998" 1
"1020" 2 6 5 9 "Incidence" NA 8176 8 6 "1997_1998" 1
"1129" 1 1 5 10 "Incidence" NA 37031 11 16 "1997_1998" 1
"1130" 2 1 5 10 "Incidence" NA 32805 13 19 "1997_1998" 1
"1131" 1 2 5 10 "Incidence" NA 10834 5 5 "1997_1998" 1
"1132" 2 2 5 10 "Incidence" NA 8353 4 4 "1997_1998" 1
"1133" 1 3 5 10 "Incidence" NA 8223 5 6 "1997_1998" 1
"1134" 2 3 5 10 "Incidence" NA 6819 5 4 "1997_1998" 1
"1135" 1 4 5 10 "Incidence" NA 8746 6 5 "1997_1998" 1
"1136" 2 4 5 10 "Incidence" NA 7663 7 5 "1997_1998" 1
"1137" 1 5 5 10 "Incidence" NA 6040 6 6 "1997_1998" 1
"1138" 2 5 5 10 "Incidence" NA 6906 9 4 "1997_1998" 1
"1139" 1 6 5 10 "Incidence" NA 2536 4 4 "1997_1998" 1
"1140" 2 6 5 10 "Incidence" NA 4406 8 5 "1997_1998" 1
"1249" 1 1 5 11 "Incidence" NA 151482 25 23 "1997_1998" 1
"1250" 2 1 5 11 "Incidence" NA 146976 21 22 "1997_1998" 1
"1251" 1 2 5 11 "Incidence" NA 37170 8 10 "1997_1998" 1
"1252" 2 2 5 11 "Incidence" NA 39979 8 6 "1997_1998" 1
"1253" 1 3 5 11 "Incidence" NA 30438 9 8 "1997_1998" 1
"1254" 2 3 5 11 "Incidence" NA 31709 9 7 "1997_1998" 1
"1255" 1 4 5 11 "Incidence" NA 23900 9 10 "1997_1998" 1
"1256" 2 4 5 11 "Incidence" NA 26879 9 13 "1997_1998" 1
"1257" 1 5 5 11 "Incidence" NA 14625 8 12 "1997_1998" 1
"1258" 2 5 5 11 "Incidence" NA 20899 10 10 "1997_1998" 1
"1259" 1 6 5 11 "Incidence" NA 6223 5 5 "1997_1998" 1
"1260" 2 6 5 11 "Incidence" NA 13352 9 9 "1997_1998" 1
"61" 1 1 6 1 "Incidence" NA 442933 34 32 "1999_2000" 1
"62" 2 1 6 1 "Incidence" NA 428418 28 21 "1999_2000" 1
"63" 1 2 6 1 "Incidence" NA 124184 12 10 "1999_2000" 1
"64" 2 2 6 1 "Incidence" NA 129926 11 8 "1999_2000" 1
"65" 1 3 6 1 "Incidence" NA 104644 14 15 "1999_2000" 1
"66" 2 3 6 1 "Incidence" NA 111824 13 10 "1999_2000" 1
"67" 1 4 6 1 "Incidence" NA 90457 16 26 "1999_2000" 1
"68" 2 4 6 1 "Incidence" NA 103359 16 24 "1999_2000" 1
"69" 1 5 6 1 "Incidence" NA 61160 16 28 "1999_2000" 1
"70" 2 5 6 1 "Incidence" NA 83622 18 27 "1999_2000" 1
"71" 1 6 6 1 "Incidence" NA 19115 7 9 "1999_2000" 1
"72" 2 6 6 1 "Incidence" NA 45273 14 12 "1999_2000" 1
"181" 1 1 6 2 "Incidence" NA 58083 15 17 "1999_2000" 1
"182" 2 1 6 2 "Incidence" NA 56193 15 18 "1999_2000" 1
"183" 1 2 6 2 "Incidence" NA 17798 6 5 "1999_2000" 1
"184" 2 2 6 2 "Incidence" NA 16526 6 5 "1999_2000" 1
"185" 1 3 6 2 "Incidence" NA 14025 6 4 "1999_2000" 1
"186" 2 3 6 2 "Incidence" NA 13233 6 5 "1999_2000" 1
"187" 1 4 6 2 "Incidence" NA 11751 7 8 "1999_2000" 1
"188" 2 4 6 2 "Incidence" NA 11914 7 7 "1999_2000" 1
"189" 1 5 6 2 "Incidence" NA 8439 7 10 "1999_2000" 1
"190" 2 5 6 2 "Incidence" NA 10732 9 5 "1999_2000" 1
"191" 1 6 6 2 "Incidence" NA 3044 4 5 "1999_2000" 1
"192" 2 6 6 2 "Incidence" NA 6389 8 6 "1999_2000" 1
"301" 1 1 6 3 "Incidence" NA 71771 15 18 "1999_2000" 1
"302" 2 1 6 3 "Incidence" NA 68467 15 17 "1999_2000" 1
"303" 1 2 6 3 "Incidence" NA 20691 6 6 "1999_2000" 1
"304" 2 2 6 3 "Incidence" NA 19852 6 5 "1999_2000" 1
"305" 1 3 6 3 "Incidence" NA 17239 6 4 "1999_2000" 1
"306" 2 3 6 3 "Incidence" NA 16285 6 5 "1999_2000" 1
"307" 1 4 6 3 "Incidence" NA 14381 7 8 "1999_2000" 1
"308" 2 4 6 3 "Incidence" NA 14390 7 6 "1999_2000" 1
"309" 1 5 6 3 "Incidence" NA 9570 7 5 "1999_2000" 1
"310" 2 5 6 3 "Incidence" NA 12047 9 9 "1999_2000" 1
"311" 1 6 6 3 "Incidence" NA 3276 3 6 "1999_2000" 1
"312" 2 6 6 3 "Incidence" NA 6760 7 5 "1999_2000" 1
"421" 1 1 6 4 "Incidence" NA 95162 17 18 "1999_2000" 1
"422" 2 1 6 4 "Incidence" NA 89182 16 18 "1999_2000" 1
"423" 1 2 6 4 "Incidence" NA 27557 6 7 "1999_2000" 1
"424" 2 2 6 4 "Incidence" NA 26013 6 5 "1999_2000" 1
"425" 1 3 6 4 "Incidence" NA 23881 7 13 "1999_2000" 1
"426" 2 3 6 4 "Incidence" NA 22368 7 5 "1999_2000" 1
"427" 1 4 6 4 "Incidence" NA 18822 8 9 "1999_2000" 1
"428" 2 4 6 4 "Incidence" NA 19690 8 7 "1999_2000" 1
"429" 1 5 6 4 "Incidence" NA 13052 8 6 "1999_2000" 1
"430" 2 5 6 4 "Incidence" NA 16680 10 9 "1999_2000" 1
"431" 1 6 6 4 "Incidence" NA 4626 4 5 "1999_2000" 1
"432" 2 6 6 4 "Incidence" NA 9463 8 8 "1999_2000" 1
"541" 1 1 6 5 "Incidence" NA 56562 14 18 "1999_2000" 1
"542" 2 1 6 5 "Incidence" NA 52598 14 18 "1999_2000" 1
"543" 1 2 6 5 "Incidence" NA 16468 5 6 "1999_2000" 1
"544" 2 2 6 5 "Incidence" NA 15098 5 4 "1999_2000" 1
"545" 1 3 6 5 "Incidence" NA 13874 6 5 "1999_2000" 1
"546" 2 3 6 5 "Incidence" NA 13051 6 4 "1999_2000" 1
"547" 1 4 6 5 "Incidence" NA 11827 7 8 "1999_2000" 1
"548" 2 4 6 5 "Incidence" NA 11581 7 6 "1999_2000" 1
"549" 1 5 6 5 "Incidence" NA 7626 6 9 "1999_2000" 1
"550" 2 5 6 5 "Incidence" NA 9559 9 7 "1999_2000" 1
"551" 1 6 6 5 "Incidence" NA 2577 3 5 "1999_2000" 1
"552" 2 6 6 5 "Incidence" NA 5482 7 6 "1999_2000" 1
"661" 1 1 6 6 "Incidence" NA 198183 24 21 "1999_2000" 1
"662" 2 1 6 6 "Incidence" NA 189988 20 19 "1999_2000" 1
"663" 1 2 6 6 "Incidence" NA 54684 9 7 "1999_2000" 1
"664" 2 2 6 6 "Incidence" NA 57065 8 7 "1999_2000" 1
"665" 1 3 6 6 "Incidence" NA 47578 10 13 "1999_2000" 1
"666" 2 3 6 6 "Incidence" NA 50308 9 14 "1999_2000" 1
"667" 1 4 6 6 "Incidence" NA 36672 10 14 "1999_2000" 1
"668" 2 4 6 6 "Incidence" NA 42448 10 10 "1999_2000" 1
"669" 1 5 6 6 "Incidence" NA 24021 10 10 "1999_2000" 1
"670" 2 5 6 6 "Incidence" NA 34987 12 10 "1999_2000" 1
"671" 1 6 6 6 "Incidence" NA 8500 5 4 "1999_2000" 1
"672" 2 6 6 6 "Incidence" NA 21478 10 15 "1999_2000" 1
"781" 1 1 6 7 "Incidence" NA 153312 22 17 "1999_2000" 1
"782" 2 1 6 7 "Incidence" NA 148155 20 19 "1999_2000" 1
"783" 1 2 6 7 "Incidence" NA 43306 8 9 "1999_2000" 1
"784" 2 2 6 7 "Incidence" NA 43172 7 5 "1999_2000" 1
"785" 1 3 6 7 "Incidence" NA 37304 9 12 "1999_2000" 1
"786" 2 3 6 7 "Incidence" NA 35602 8 11 "1999_2000" 1
"787" 1 4 6 7 "Incidence" NA 28266 9 12 "1999_2000" 1
"788" 2 4 6 7 "Incidence" NA 28038 9 7 "1999_2000" 1
"789" 1 5 6 7 "Incidence" NA 17829 9 9 "1999_2000" 1
"790" 2 5 6 7 "Incidence" NA 22571 10 9 "1999_2000" 1
"791" 1 6 6 7 "Incidence" NA 6748 5 9 "1999_2000" 1
"792" 2 6 6 7 "Incidence" NA 13645 8 5 "1999_2000" 1
"901" 1 1 6 8 "Incidence" NA 32032 11 18 "1999_2000" 1
"902" 2 1 6 8 "Incidence" NA 28345 11 17 "1999_2000" 1
"903" 1 2 6 8 "Incidence" NA 9598 4 4 "1999_2000" 1
"904" 2 2 6 8 "Incidence" NA 8179 4 4 "1999_2000" 1
"905" 1 3 6 8 "Incidence" NA 8007 5 4 "1999_2000" 1
"906" 2 3 6 8 "Incidence" NA 7136 5 4 "1999_2000" 1
"907" 1 4 6 8 "Incidence" NA 7390 6 8 "1999_2000" 1
"908" 2 4 6 8 "Incidence" NA 7575 7 4 "1999_2000" 1
"909" 1 5 6 8 "Incidence" NA 6704 8 7 "1999_2000" 1
"910" 2 5 6 8 "Incidence" NA 7895 10 7 "1999_2000" 1
"911" 1 6 6 8 "Incidence" NA 2727 4 4 "1999_2000" 1
"912" 2 6 6 8 "Incidence" NA 5134 9 5 "1999_2000" 1
"1021" 1 1 6 9 "Incidence" NA 65837 14 19 "1999_2000" 1
"1022" 2 1 6 9 "Incidence" NA 61853 13 18 "1999_2000" 1
"1023" 1 2 6 9 "Incidence" NA 17465 5 5 "1999_2000" 1
