"sex" "age" "period" "region" "outcome" "cases" "pop" "casosPred" "casosO" "PredHasta" "mod"
"1000" 2 2 4 9 "Incidence" NA 14515 5 6 "1995_1996" 6
"1001" 1 3 4 9 "Incidence" NA 13250 5 4 "1995_1996" 6
"1002" 2 3 4 9 "Incidence" NA 12745 5 4 "1995_1996" 6
"1003" 1 4 4 9 "Incidence" NA 14544 7 8 "1995_1996" 6
"1004" 2 4 4 9 "Incidence" NA 15542 8 5 "1995_1996" 6
"1005" 1 5 4 9 "Incidence" NA 10482 8 8 "1995_1996" 6
"1006" 2 5 4 9 "Incidence" NA 13348 10 4 "1995_1996" 6
"1007" 1 6 4 9 "Incidence" NA 3911 4 4 "1995_1996" 6
"1008" 2 6 4 9 "Incidence" NA 7416 8 5 "1995_1996" 6
"1117" 1 1 4 10 "Incidence" NA 36985 12 17 "1995_1996" 6
"1118" 2 1 4 10 "Incidence" NA 32803 14 18 "1995_1996" 6
"1119" 1 2 4 10 "Incidence" NA 10018 4 4 "1995_1996" 6
"1120" 2 2 4 10 "Incidence" NA 7764 4 5 "1995_1996" 6
"1121" 1 3 4 10 "Incidence" NA 7831 5 6 "1995_1996" 6
"1122" 2 3 4 10 "Incidence" NA 6566 5 5 "1995_1996" 6
"1123" 1 4 4 10 "Incidence" NA 8532 6 6 "1995_1996" 6
"1124" 2 4 4 10 "Incidence" NA 7619 7 6 "1995_1996" 6
"1125" 1 5 4 10 "Incidence" NA 5484 6 5 "1995_1996" 6
"1126" 2 5 4 10 "Incidence" NA 6392 9 7 "1995_1996" 6
"1127" 1 6 4 10 "Incidence" NA 2341 4 4 "1995_1996" 6
"1128" 2 6 4 10 "Incidence" NA 4062 8 5 "1995_1996" 6
"1237" 1 1 4 11 "Incidence" NA 148673 25 20 "1995_1996" 6
"1238" 2 1 4 11 "Incidence" NA 144564 23 18 "1995_1996" 6
"1239" 1 2 4 11 "Incidence" NA 35209 8 6 "1995_1996" 6
"1240" 2 2 4 11 "Incidence" NA 37950 8 6 "1995_1996" 6
"1241" 1 3 4 11 "Incidence" NA 28158 9 9 "1995_1996" 6
"1242" 2 3 4 11 "Incidence" NA 29315 8 7 "1995_1996" 6
"1243" 1 4 4 11 "Incidence" NA 22727 9 8 "1995_1996" 6
"1244" 2 4 4 11 "Incidence" NA 25821 9 14 "1995_1996" 6
"1245" 1 5 4 11 "Incidence" NA 13357 8 11 "1995_1996" 6
"1246" 2 5 4 11 "Incidence" NA 19549 10 11 "1995_1996" 6
"1247" 1 6 4 11 "Incidence" NA 5757 5 7 "1995_1996" 6
"1248" 2 6 4 11 "Incidence" NA 11968 9 4 "1995_1996" 6
"49" 1 1 5 1 "Incidence" NA 462801 34 35 "1997_1998" 6
"50" 2 1 5 1 "Incidence" NA 449618 30 29 "1997_1998" 6
"51" 1 2 5 1 "Incidence" NA 121136 11 12 "1997_1998" 6
"52" 2 2 5 1 "Incidence" NA 126224 11 10 "1997_1998" 6
"53" 1 3 5 1 "Incidence" NA 100816 13 24 "1997_1998" 6
"54" 2 3 5 1 "Incidence" NA 108126 13 6 "1997_1998" 6
"55" 1 4 5 1 "Incidence" NA 95041 16 19 "1997_1998" 6
"56" 2 4 5 1 "Incidence" NA 107005 16 20 "1997_1998" 6
"57" 1 5 5 1 "Incidence" NA 54598 13 16 "1997_1998" 6
"58" 2 5 5 1 "Incidence" NA 76874 17 23 "1997_1998" 6
"59" 1 6 5 1 "Incidence" NA 17745 6 7 "1997_1998" 6
"60" 2 6 5 1 "Incidence" NA 42653 13 12 "1997_1998" 6
"169" 1 1 5 2 "Incidence" NA 58833 15 18 "1997_1998" 6
"170" 2 1 5 2 "Incidence" NA 57043 15 21 "1997_1998" 6
"171" 1 2 5 2 "Incidence" NA 16698 5 4 "1997_1998" 6
"172" 2 2 5 2 "Incidence" NA 15488 6 5 "1997_1998" 6
"173" 1 3 5 2 "Incidence" NA 12929 6 4 "1997_1998" 6
"174" 2 3 5 2 "Incidence" NA 12285 6 7 "1997_1998" 6
"175" 1 4 5 2 "Incidence" NA 12159 7 6 "1997_1998" 6
"176" 2 4 5 2 "Incidence" NA 12290 8 8 "1997_1998" 6
"177" 1 5 5 2 "Incidence" NA 7789 7 11 "1997_1998" 6
"178" 2 5 5 2 "Incidence" NA 10254 9 8 "1997_1998" 6
"179" 1 6 5 2 "Incidence" NA 2796 3 5 "1997_1998" 6
"180" 2 6 5 2 "Incidence" NA 5941 7 5 "1997_1998" 6
"289" 1 1 5 3 "Incidence" NA 73919 15 18 "1997_1998" 6
"290" 2 1 5 3 "Incidence" NA 70651 16 17 "1997_1998" 6
"291" 1 2 5 3 "Incidence" NA 20081 5 5 "1997_1998" 6
"292" 2 2 5 3 "Incidence" NA 19026 6 4 "1997_1998" 6
"293" 1 3 5 3 "Incidence" NA 16427 6 4 "1997_1998" 6
"294" 2 3 5 3 "Incidence" NA 15557 7 6 "1997_1998" 6
"295" 1 4 5 3 "Incidence" NA 14795 7 6 "1997_1998" 6
"296" 2 4 5 3 "Incidence" NA 14790 8 6 "1997_1998" 6
"297" 1 5 5 3 "Incidence" NA 8784 6 5 "1997_1998" 6
"298" 2 5 5 3 "Incidence" NA 11229 9 5 "1997_1998" 6
"299" 1 6 5 3 "Incidence" NA 2976 3 5 "1997_1998" 6
"300" 2 6 5 3 "Incidence" NA 6288 7 4 "1997_1998" 6
"409" 1 1 5 4 "Incidence" NA 98240 17 18 "1997_1998" 6
"410" 2 1 5 4 "Incidence" NA 92402 17 17 "1997_1998" 6
"411" 1 2 5 4 "Incidence" NA 27337 6 6 "1997_1998" 6
"412" 2 2 5 4 "Incidence" NA 25371 6 6 "1997_1998" 6
"413" 1 3 5 4 "Incidence" NA 22455 7 5 "1997_1998" 6
"414" 2 3 5 4 "Incidence" NA 21150 7 6 "1997_1998" 6
"415" 1 4 5 4 "Incidence" NA 19582 8 11 "1997_1998" 6
"416" 2 4 5 4 "Incidence" NA 20596 9 10 "1997_1998" 6
"417" 1 5 5 4 "Incidence" NA 12044 7 10 "1997_1998" 6
"418" 2 5 5 4 "Incidence" NA 15584 9 11 "1997_1998" 6
"419" 1 6 5 4 "Incidence" NA 4288 4 4 "1997_1998" 6
"420" 2 6 5 4 "Incidence" NA 8971 7 6 "1997_1998" 6
"529" 1 1 5 5 "Incidence" NA 58442 14 18 "1997_1998" 6
"530" 2 1 5 5 "Incidence" NA 54428 15 17 "1997_1998" 6
"531" 1 2 5 5 "Incidence" NA 16212 5 5 "1997_1998" 6
"532" 2 2 5 5 "Incidence" NA 14726 6 4 "1997_1998" 6
"533" 1 3 5 5 "Incidence" NA 13226 6 5 "1997_1998" 6
"534" 2 3 5 5 "Incidence" NA 12501 6 5 "1997_1998" 6
"535" 1 4 5 5 "Incidence" NA 12191 7 5 "1997_1998" 6
"536" 2 4 5 5 "Incidence" NA 12011 8 7 "1997_1998" 6
"537" 1 5 5 5 "Incidence" NA 6916 6 6 "1997_1998" 6
"538" 2 5 5 5 "Incidence" NA 8827 8 7 "1997_1998" 6
"539" 1 6 5 5 "Incidence" NA 2429 3 4 "1997_1998" 6
"540" 2 6 5 5 "Incidence" NA 5206 7 4 "1997_1998" 6
"649" 1 1 5 6 "Incidence" NA 203617 24 26 "1997_1998" 6
"650" 2 1 5 6 "Incidence" NA 196414 21 20 "1997_1998" 6
"651" 1 2 5 6 "Incidence" NA 53696 8 9 "1997_1998" 6
"652" 2 2 5 6 "Incidence" NA 55961 8 7 "1997_1998" 6
"653" 1 3 5 6 "Incidence" NA 45066 9 16 "1997_1998" 6
"654" 2 3 5 6 "Incidence" NA 47522 9 9 "1997_1998" 6
"655" 1 4 5 6 "Incidence" NA 37052 10 14 "1997_1998" 6
"656" 2 4 5 6 "Incidence" NA 43074 11 10 "1997_1998" 6
"657" 1 5 5 6 "Incidence" NA 21911 9 11 "1997_1998" 6
"658" 2 5 5 6 "Incidence" NA 33101 12 11 "1997_1998" 6
"659" 1 6 5 6 "Incidence" NA 8022 5 7 "1997_1998" 6
"660" 2 6 5 6 "Incidence" NA 20260 10 9 "1997_1998" 6
"769" 1 1 5 7 "Incidence" NA 156688 21 20 "1997_1998" 6
"770" 2 1 5 7 "Incidence" NA 152435 21 22 "1997_1998" 6
"771" 1 2 5 7 "Incidence" NA 42426 8 10 "1997_1998" 6
"772" 2 2 5 7 "Incidence" NA 41760 8 10 "1997_1998" 6
"773" 1 3 5 7 "Incidence" NA 35210 9 6 "1997_1998" 6
"774" 2 3 5 7 "Incidence" NA 33114 8 4 "1997_1998" 6
"775" 1 4 5 7 "Incidence" NA 28208 9 7 "1997_1998" 6
"776" 2 4 5 7 "Incidence" NA 28248 9 9 "1997_1998" 6
"777" 1 5 5 7 "Incidence" NA 16103 7 13 "1997_1998" 6
"778" 2 5 5 7 "Incidence" NA 21031 10 9 "1997_1998" 6
"779" 1 6 5 7 "Incidence" NA 6378 4 6 "1997_1998" 6
"780" 2 6 5 7 "Incidence" NA 12757 8 5 "1997_1998" 6
"889" 1 1 5 8 "Incidence" NA 33154 11 17 "1997_1998" 6
"890" 2 1 5 8 "Incidence" NA 29646 12 17 "1997_1998" 6
"891" 1 2 5 8 "Incidence" NA 9371 4 5 "1997_1998" 6
"892" 2 2 5 8 "Incidence" NA 8032 4 5 "1997_1998" 6
"893" 1 3 5 8 "Incidence" NA 7668 5 5 "1997_1998" 6
"894" 2 3 5 8 "Incidence" NA 6821 5 6 "1997_1998" 6
"895" 1 4 5 8 "Incidence" NA 8006 6 7 "1997_1998" 6
"896" 2 4 5 8 "Incidence" NA 8336 8 6 "1997_1998" 6
"897" 1 5 5 8 "Incidence" NA 6452 7 7 "1997_1998" 6
"898" 2 5 5 8 "Incidence" NA 7654 10 4 "1997_1998" 6
"899" 1 6 5 8 "Incidence" NA 2658 4 5 "1997_1998" 6
"900" 2 6 5 8 "Incidence" NA 4922 9 5 "1997_1998" 6
"1009" 1 1 5 9 "Incidence" NA 67143 14 18 "1997_1998" 6
"1010" 2 1 5 9 "Incidence" NA 63829 14 16 "1997_1998" 6
"1011" 1 2 5 9 "Incidence" NA 17004 5 5 "1997_1998" 6
"1012" 2 2 5 9 "Incidence" NA 15407 5 4 "1997_1998" 6
"1013" 1 3 5 9 "Incidence" NA 13797 5 7 "1997_1998" 6
"1014" 2 3 5 9 "Incidence" NA 13239 5 5 "1997_1998" 6
"1015" 1 4 5 9 "Incidence" NA 14406 7 7 "1997_1998" 6
"1016" 2 4 5 9 "Incidence" NA 15508 8 6 "1997_1998" 6
"1017" 1 5 5 9 "Incidence" NA 11442 8 7 "1997_1998" 6
"1018" 2 5 5 9 "Incidence" NA 14091 10 5 "1997_1998" 6
"1019" 1 6 5 9 "Incidence" NA 4210 4 4 "1997_1998" 6
"1020" 2 6 5 9 "Incidence" NA 8176 8 6 "1997_1998" 6
"1129" 1 1 5 10 "Incidence" NA 37031 11 16 "1997_1998" 6
"1130" 2 1 5 10 "Incidence" NA 32805 13 19 "1997_1998" 6
"1131" 1 2 5 10 "Incidence" NA 10834 4 5 "1997_1998" 6
"1132" 2 2 5 10 "Incidence" NA 8353 5 4 "1997_1998" 6
"1133" 1 3 5 10 "Incidence" NA 8223 5 6 "1997_1998" 6
"1134" 2 3 5 10 "Incidence" NA 6819 5 4 "1997_1998" 6
"1135" 1 4 5 10 "Incidence" NA 8746 6 5 "1997_1998" 6
"1136" 2 4 5 10 "Incidence" NA 7663 7 5 "1997_1998" 6
"1137" 1 5 5 10 "Incidence" NA 6040 6 6 "1997_1998" 6
"1138" 2 5 5 10 "Incidence" NA 6906 9 4 "1997_1998" 6
"1139" 1 6 5 10 "Incidence" NA 2536 4 4 "1997_1998" 6
"1140" 2 6 5 10 "Incidence" NA 4406 8 5 "1997_1998" 6
"1249" 1 1 5 11 "Incidence" NA 151482 24 23 "1997_1998" 6
"1250" 2 1 5 11 "Incidence" NA 146976 23 22 "1997_1998" 6
"1251" 1 2 5 11 "Incidence" NA 37170 8 10 "1997_1998" 6
"1252" 2 2 5 11 "Incidence" NA 39979 8 6 "1997_1998" 6
"1253" 1 3 5 11 "Incidence" NA 30438 9 8 "1997_1998" 6
"1254" 2 3 5 11 "Incidence" NA 31709 9 7 "1997_1998" 6
"1255" 1 4 5 11 "Incidence" NA 23900 9 10 "1997_1998" 6
"1256" 2 4 5 11 "Incidence" NA 26879 10 13 "1997_1998" 6
"1257" 1 5 5 11 "Incidence" NA 14625 8 12 "1997_1998" 6
"1258" 2 5 5 11 "Incidence" NA 20899 11 10 "1997_1998" 6
"1259" 1 6 5 11 "Incidence" NA 6223 5 5 "1997_1998" 6
"1260" 2 6 5 11 "Incidence" NA 13352 9 9 "1997_1998" 6
"61" 1 1 6 1 "Incidence" NA 442933 35 32 "1999_2000" 6
"62" 2 1 6 1 "Incidence" NA 428418 30 21 "1999_2000" 6
"63" 1 2 6 1 "Incidence" NA 124184 12 10 "1999_2000" 6
"64" 2 2 6 1 "Incidence" NA 129926 11 8 "1999_2000" 6
"65" 1 3 6 1 "Incidence" NA 104644 14 15 "1999_2000" 6
"66" 2 3 6 1 "Incidence" NA 111824 13 10 "1999_2000" 6
"67" 1 4 6 1 "Incidence" NA 90457 16 26 "1999_2000" 6
"68" 2 4 6 1 "Incidence" NA 103359 16 24 "1999_2000" 6
"69" 1 5 6 1 "Incidence" NA 61160 16 28 "1999_2000" 6
"70" 2 5 6 1 "Incidence" NA 83622 19 27 "1999_2000" 6
"71" 1 6 6 1 "Incidence" NA 19115 7 9 "1999_2000" 6
"72" 2 6 6 1 "Incidence" NA 45273 14 12 "1999_2000" 6
"181" 1 1 6 2 "Incidence" NA 58083 15 17 "1999_2000" 6
"182" 2 1 6 2 "Incidence" NA 56193 16 18 "1999_2000" 6
"183" 1 2 6 2 "Incidence" NA 17798 6 5 "1999_2000" 6
"184" 2 2 6 2 "Incidence" NA 16526 6 5 "1999_2000" 6
"185" 1 3 6 2 "Incidence" NA 14025 6 4 "1999_2000" 6
"186" 2 3 6 2 "Incidence" NA 13233 7 5 "1999_2000" 6
"187" 1 4 6 2 "Incidence" NA 11751 7 8 "1999_2000" 6
"188" 2 4 6 2 "Incidence" NA 11914 8 7 "1999_2000" 6
"189" 1 5 6 2 "Incidence" NA 8439 7 10 "1999_2000" 6
"190" 2 5 6 2 "Incidence" NA 10732 10 5 "1999_2000" 6
"191" 1 6 6 2 "Incidence" NA 3044 4 5 "1999_2000" 6
"192" 2 6 6 2 "Incidence" NA 6389 8 6 "1999_2000" 6
"301" 1 1 6 3 "Incidence" NA 71771 15 18 "1999_2000" 6
"302" 2 1 6 3 "Incidence" NA 68467 16 17 "1999_2000" 6
"303" 1 2 6 3 "Incidence" NA 20691 6 6 "1999_2000" 6
"304" 2 2 6 3 "Incidence" NA 19852 6 5 "1999_2000" 6
"305" 1 3 6 3 "Incidence" NA 17239 6 4 "1999_2000" 6
"306" 2 3 6 3 "Incidence" NA 16285 7 5 "1999_2000" 6
"307" 1 4 6 3 "Incidence" NA 14381 7 8 "1999_2000" 6
"308" 2 4 6 3 "Incidence" NA 14390 8 6 "1999_2000" 6
"309" 1 5 6 3 "Incidence" NA 9570 7 5 "1999_2000" 6
"310" 2 5 6 3 "Incidence" NA 12047 9 9 "1999_2000" 6
"311" 1 6 6 3 "Incidence" NA 3276 3 6 "1999_2000" 6
"312" 2 6 6 3 "Incidence" NA 6760 7 5 "1999_2000" 6
"421" 1 1 6 4 "Incidence" NA 95162 17 18 "1999_2000" 6
"422" 2 1 6 4 "Incidence" NA 89182 17 18 "1999_2000" 6
"423" 1 2 6 4 "Incidence" NA 27557 6 7 "1999_2000" 6
"424" 2 2 6 4 "Incidence" NA 26013 6 5 "1999_2000" 6
"425" 1 3 6 4 "Incidence" NA 23881 8 13 "1999_2000" 6
"426" 2 3 6 4 "Incidence" NA 22368 7 5 "1999_2000" 6
"427" 1 4 6 4 "Incidence" NA 18822 8 9 "1999_2000" 6
"428" 2 4 6 4 "Incidence" NA 19690 8 7 "1999_2000" 6
"429" 1 5 6 4 "Incidence" NA 13052 8 6 "1999_2000" 6
"430" 2 5 6 4 "Incidence" NA 16680 10 9 "1999_2000" 6
"431" 1 6 6 4 "Incidence" NA 4626 4 5 "1999_2000" 6
"432" 2 6 6 4 "Incidence" NA 9463 8 8 "1999_2000" 6
"541" 1 1 6 5 "Incidence" NA 56562 14 18 "1999_2000" 6
"542" 2 1 6 5 "Incidence" NA 52598 15 18 "1999_2000" 6
"543" 1 2 6 5 "Incidence" NA 16468 5 6 "1999_2000" 6
"544" 2 2 6 5 "Incidence" NA 15098 6 4 "1999_2000" 6
"545" 1 3 6 5 "Incidence" NA 13874 6 5 "1999_2000" 6
"546" 2 3 6 5 "Incidence" NA 13051 7 4 "1999_2000" 6
"547" 1 4 6 5 "Incidence" NA 11827 7 8 "1999_2000" 6
"548" 2 4 6 5 "Incidence" NA 11581 8 6 "1999_2000" 6
"549" 1 5 6 5 "Incidence" NA 7626 6 9 "1999_2000" 6
"550" 2 5 6 5 "Incidence" NA 9559 9 7 "1999_2000" 6
"551" 1 6 6 5 "Incidence" NA 2577 3 5 "1999_2000" 6
"552" 2 6 6 5 "Incidence" NA 5482 7 6 "1999_2000" 6
"661" 1 1 6 6 "Incidence" NA 198183 25 21 "1999_2000" 6
"662" 2 1 6 6 "Incidence" NA 189988 21 19 "1999_2000" 6
"663" 1 2 6 6 "Incidence" NA 54684 9 7 "1999_2000" 6
"664" 2 2 6 6 "Incidence" NA 57065 8 7 "1999_2000" 6
"665" 1 3 6 6 "Incidence" NA 47578 10 13 "1999_2000" 6
"666" 2 3 6 6 "Incidence" NA 50308 10 14 "1999_2000" 6
"667" 1 4 6 6 "Incidence" NA 36672 10 14 "1999_2000" 6
"668" 2 4 6 6 "Incidence" NA 42448 11 10 "1999_2000" 6
"669" 1 5 6 6 "Incidence" NA 24021 10 10 "1999_2000" 6
"670" 2 5 6 6 "Incidence" NA 34987 12 10 "1999_2000" 6
"671" 1 6 6 6 "Incidence" NA 8500 5 4 "1999_2000" 6
"672" 2 6 6 6 "Incidence" NA 21478 10 15 "1999_2000" 6
"781" 1 1 6 7 "Incidence" NA 153312 22 17 "1999_2000" 6
"782" 2 1 6 7 "Incidence" NA 148155 21 19 "1999_2000" 6
"783" 1 2 6 7 "Incidence" NA 43306 8 9 "1999_2000" 6
"784" 2 2 6 7 "Incidence" NA 43172 8 5 "1999_2000" 6
"785" 1 3 6 7 "Incidence" NA 37304 9 12 "1999_2000" 6
"786" 2 3 6 7 "Incidence" NA 35602 9 11 "1999_2000" 6
"787" 1 4 6 7 "Incidence" NA 28266 9 12 "1999_2000" 6
"788" 2 4 6 7 "Incidence" NA 28038 9 7 "1999_2000" 6
"789" 1 5 6 7 "Incidence" NA 17829 9 9 "1999_2000" 6
"790" 2 5 6 7 "Incidence" NA 22571 10 9 "1999_2000" 6
"791" 1 6 6 7 "Incidence" NA 6748 5 9 "1999_2000" 6
"792" 2 6 6 7 "Incidence" NA 13645 9 5 "1999_2000" 6
"901" 1 1 6 8 "Incidence" NA 32032 11 18 "1999_2000" 6
"902" 2 1 6 8 "Incidence" NA 28345 11 17 "1999_2000" 6
"903" 1 2 6 8 "Incidence" NA 9598 4 4 "1999_2000" 6
"904" 2 2 6 8 "Incidence" NA 8179 4 4 "1999_2000" 6
"905" 1 3 6 8 "Incidence" NA 8007 5 4 "1999_2000" 6
"906" 2 3 6 8 "Incidence" NA 7136 5 4 "1999_2000" 6
"907" 1 4 6 8 "Incidence" NA 7390 6 8 "1999_2000" 6
"908" 2 4 6 8 "Incidence" NA 7575 7 4 "1999_2000" 6
"909" 1 5 6 8 "Incidence" NA 6704 8 7 "1999_2000" 6
"910" 2 5 6 8 "Incidence" NA 7895 10 7 "1999_2000" 6
"911" 1 6 6 8 "Incidence" NA 2727 4 4 "1999_2000" 6
"912" 2 6 6 8 "Incidence" NA 5134 9 5 "1999_2000" 6
"1021" 1 1 6 9 "Incidence" NA 65837 15 19 "1999_2000" 6
"1022" 2 1 6 9 "Incidence" NA 61853 14 18 "1999_2000" 6
"1023" 1 2 6 9 "Incidence" NA 17465 5 5 "1999_2000" 6
