"sex" "age" "period" "region" "cases" "pop" "outcome"
"99" 1 14 3 1 15 41665 "Incidence"
"100" 2 14 3 1 9 48563 "Incidence"
"101" 1 15 3 1 10 27149 "Incidence"
"102" 2 15 3 1 9 37375 "Incidence"
"103" 1 16 3 1 5 16380 "Incidence"
"104" 2 16 3 1 8 27964 "Incidence"
"105" 1 17 3 1 4 9509 "Incidence"
"106" 2 17 3 1 8 20376 "Incidence"
"107" 1 18 3 1 4 5731 "Incidence"
"108" 2 18 3 1 3 16555 "Incidence"
"109" 1 1 4 1 4 32326 "Incidence"
"110" 2 1 4 1 2 30718 "Incidence"
"111" 1 2 4 1 2 37447 "Incidence"
"112" 2 2 4 1 2 35424 "Incidence"
"113" 1 3 4 1 3 49890 "Incidence"
"114" 2 3 4 1 3 47642 "Incidence"
"115" 1 4 4 1 8 69453 "Incidence"
"116" 2 4 4 1 3 66287 "Incidence"
"117" 1 5 4 1 5 77303 "Incidence"
"118" 2 5 4 1 3 74734 "Incidence"
"119" 1 6 4 1 5 74818 "Incidence"
"120" 2 6 4 1 3 71827 "Incidence"
"121" 1 7 4 1 6 72803 "Incidence"
"122" 2 7 4 1 4 72543 "Incidence"
"123" 1 8 4 1 5 68087 "Incidence"
"124" 2 8 4 1 3 70531 "Incidence"
"125" 1 9 4 1 7 60221 "Incidence"
"126" 2 9 4 1 4 62589 "Incidence"
"127" 1 10 4 1 9 58203 "Incidence"
"128" 2 10 4 1 6 60363 "Incidence"
"129" 1 11 4 1 10 52102 "Incidence"
"130" 2 11 4 1 7 55574 "Incidence"
"131" 1 12 4 1 5 46568 "Incidence"
"132" 2 12 4 1 8 50405 "Incidence"
"133" 1 13 4 1 11 52559 "Incidence"
"134" 2 13 4 1 12 57203 "Incidence"
"135" 1 14 4 1 13 44996 "Incidence"
"136" 2 14 4 1 10 51512 "Incidence"
"137" 1 15 4 1 9 31129 "Incidence"
"138" 2 15 4 1 11 41462 "Incidence"
"139" 1 16 4 1 10 17316 "Incidence"
"140" 2 16 4 1 18 29054 "Incidence"
"141" 1 17 4 1 5 10155 "Incidence"
"142" 2 17 4 1 6 21466 "Incidence"
"143" 1 18 4 1 3 6263 "Incidence"
"144" 2 18 4 1 5 18473 "Incidence"
"145" 1 1 5 1 6 32420 "Incidence"
"146" 2 1 5 1 2 30556 "Incidence"
"147" 1 2 5 1 6 34775 "Incidence"
"148" 2 2 5 1 2 32844 "Incidence"
"149" 1 3 5 1 3 43893 "Incidence"
"150" 2 3 5 1 5 41965 "Incidence"
"151" 1 4 5 1 4 61605 "Incidence"
"152" 2 4 5 1 5 58774 "Incidence"
"153" 1 5 5 1 3 73663 "Incidence"
"154" 2 5 5 1 4 71046 "Incidence"
"155" 1 6 5 1 4 74591 "Incidence"
"156" 2 6 5 1 3 71541 "Incidence"
"157" 1 7 5 1 6 72451 "Incidence"
"158" 2 7 5 1 4 71478 "Incidence"
"159" 1 8 5 1 3 69403 "Incidence"
"160" 2 8 5 1 4 71414 "Incidence"
"161" 1 9 5 1 8 62392 "Incidence"
"162" 2 9 5 1 4 64990 "Incidence"
"163" 1 10 5 1 4 58744 "Incidence"
"164" 2 10 5 1 6 61234 "Incidence"
"165" 1 11 5 1 14 53758 "Incidence"
"166" 2 11 5 1 4 57008 "Incidence"
"167" 1 12 5 1 10 47058 "Incidence"
"168" 2 12 5 1 2 51118 "Incidence"
"169" 1 13 5 1 8 49104 "Incidence"
"170" 2 13 5 1 11 53948 "Incidence"
"171" 1 14 5 1 11 45937 "Incidence"
"172" 2 14 5 1 9 53057 "Incidence"
"173" 1 15 5 1 10 34452 "Incidence"
"174" 2 15 5 1 14 44603 "Incidence"
"175" 1 16 5 1 6 20146 "Incidence"
"176" 2 16 5 1 9 32271 "Incidence"
"177" 1 17 5 1 4 10949 "Incidence"
"178" 2 17 5 1 6 22541 "Incidence"
"179" 1 18 5 1 3 6796 "Incidence"
"180" 2 18 5 1 6 20112 "Incidence"
"181" 1 1 6 1 2 33236 "Incidence"
"182" 2 1 6 1 3 30928 "Incidence"
"183" 1 2 6 1 3 32853 "Incidence"
"184" 2 2 6 1 2 30990 "Incidence"
"185" 1 3 6 1 3 38815 "Incidence"
"186" 2 3 6 1 2 37091 "Incidence"
"187" 1 4 6 1 5 52565 "Incidence"
"188" 2 4 6 1 2 50100 "Incidence"
"189" 1 5 6 1 3 68893 "Incidence"
"190" 2 5 6 1 2 66132 "Incidence"
"191" 1 6 6 1 5 74603 "Incidence"
"192" 2 6 6 1 5 71679 "Incidence"
"193" 1 7 6 1 5 71729 "Incidence"
"194" 2 7 6 1 3 70016 "Incidence"
"195" 1 8 6 1 6 70239 "Incidence"
"196" 2 8 6 1 2 71482 "Incidence"
"197" 1 9 6 1 6 65288 "Incidence"
"198" 2 9 6 1 4 68030 "Incidence"
"199" 1 10 6 1 4 58896 "Incidence"
"200" 2 10 6 1 4 61896 "Incidence"
"201" 1 11 6 1 7 55312 "Incidence"
"202" 2 11 6 1 5 58334 "Incidence"
"203" 1 12 6 1 8 49332 "Incidence"
"204" 2 12 6 1 5 53490 "Incidence"
"205" 1 13 6 1 7 44374 "Incidence"
"206" 2 13 6 1 10 49222 "Incidence"
"207" 1 14 6 1 19 46083 "Incidence"
"208" 2 14 6 1 14 54137 "Incidence"
"209" 1 15 6 1 13 37556 "Incidence"
"210" 2 15 6 1 12 47435 "Incidence"
"211" 1 16 6 1 15 23604 "Incidence"
"212" 2 16 6 1 15 36187 "Incidence"
"213" 1 17 6 1 7 11791 "Incidence"
"214" 2 17 6 1 6 23613 "Incidence"
"215" 1 18 6 1 2 7324 "Incidence"
"216" 2 18 6 1 6 21660 "Incidence"
"217" 1 1 7 1 4 34225 "Incidence"
"218" 2 1 7 1 2 31630 "Incidence"
"219" 1 2 7 1 2 31626 "Incidence"
"220" 2 2 7 1 2 29761 "Incidence"
"221" 1 3 7 1 2 34709 "Incidence"
"222" 2 3 7 1 4 33126 "Incidence"
"223" 1 4 7 1 2 44861 "Incidence"
"224" 2 4 7 1 5 42711 "Incidence"
"225" 1 5 7 1 4 63571 "Incidence"
"226" 2 5 7 1 3 60924 "Incidence"
"227" 1 6 7 1 6 73879 "Incidence"
"228" 2 6 7 1 5 71044 "Incidence"
"229" 1 7 7 1 5 71437 "Incidence"
"230" 2 7 7 1 6 69177 "Incidence"
"231" 1 8 7 1 7 70801 "Incidence"
"232" 2 8 7 1 4 71293 "Incidence"
"233" 1 9 7 1 6 67748 "Incidence"
"234" 2 9 7 1 5 70449 "Incidence"
"235" 1 10 7 1 6 59772 "Incidence"
"236" 2 10 7 1 5 63186 "Incidence"
"237" 1 11 7 1 6 56606 "Incidence"
"238" 2 11 7 1 6 59580 "Incidence"
"239" 1 12 7 1 8 51345 "Incidence"
"240" 2 12 7 1 9 55564 "Incidence"
"241" 1 13 7 1 10 41508 "Incidence"
"242" 2 13 7 1 8 46449 "Incidence"
"243" 1 14 7 1 11 45252 "Incidence"
"244" 2 14 7 1 10 53850 "Incidence"
"245" 1 15 7 1 16 39923 "Incidence"
"246" 2 15 7 1 14 49823 "Incidence"
"247" 1 16 7 1 12 26844 "Incidence"
"248" 2 16 7 1 13 39770 "Incidence"
"249" 1 17 7 1 5 13051 "Incidence"
"250" 2 17 7 1 4 25300 "Incidence"
"251" 1 18 7 1 3 7926 "Incidence"
"252" 2 18 7 1 7 23272 "Incidence"
"253" 1 1 8 1 3 35771 "Incidence"
"254" 2 1 8 1 2 33390 "Incidence"
"255" 1 2 8 1 2 32489 "Incidence"
"256" 2 2 8 1 2 30427 "Incidence"
"257" 1 3 8 1 3 33510 "Incidence"
"258" 2 3 8 1 2 31894 "Incidence"
"259" 1 4 8 1 2 41171 "Incidence"
"260" 2 4 8 1 2 39180 "Incidence"
"261" 1 5 8 1 3 56630 "Incidence"
"262" 2 5 8 1 3 54789 "Incidence"
"263" 1 6 8 1 4 70972 "Incidence"
"264" 2 6 8 1 4 68085 "Incidence"
"265" 1 7 8 1 6 72472 "Incidence"
"266" 2 7 8 1 2 70171 "Incidence"
"267" 1 8 8 1 2 70564 "Incidence"
"268" 2 8 8 1 5 70322 "Incidence"
"269" 1 9 8 1 9 68896 "Incidence"
"270" 2 9 8 1 5 70979 "Incidence"
"271" 1 10 8 1 8 62828 "Incidence"
"272" 2 10 8 1 6 66358 "Incidence"
"273" 1 11 8 1 7 57109 "Incidence"
"274" 2 11 8 1 4 60597 "Incidence"
"275" 1 12 8 1 10 52566 "Incidence"
"276" 2 12 8 1 3 56745 "Incidence"
"277" 1 13 8 1 11 44241 "Incidence"
"278" 2 13 8 1 15 49517 "Incidence"
"279" 1 14 8 1 19 41493 "Incidence"
"280" 2 14 8 1 8 49471 "Incidence"
"281" 1 15 8 1 18 40076 "Incidence"
"282" 2 15 8 1 6 50888 "Incidence"
"283" 1 16 8 1 13 29415 "Incidence"
"284" 2 16 8 1 10 42334 "Incidence"
"285" 1 17 8 1 6 15564 "Incidence"
"286" 2 17 8 1 4 28850 "Incidence"
"287" 1 18 8 1 2 8736 "Incidence"
"288" 2 18 8 1 7 25076 "Incidence"
"289" 1 1 9 1 NA 37317 "Incidence"
"290" 2 1 9 1 NA 35150 "Incidence"
"291" 1 2 9 1 NA 33352 "Incidence"
"292" 2 2 9 1 NA 31093 "Incidence"
"293" 1 3 9 1 NA 32311 "Incidence"
"294" 2 3 9 1 NA 30662 "Incidence"
"295" 1 4 9 1 NA 37481 "Incidence"
"296" 2 4 9 1 NA 35649 "Incidence"
"297" 1 5 9 1 NA 49689 "Incidence"
"298" 2 5 9 1 NA 48654 "Incidence"
"299" 1 6 9 1 NA 68065 "Incidence"
"300" 2 6 9 1 NA 65126 "Incidence"
"301" 1 7 9 1 NA 73507 "Incidence"
"302" 2 7 9 1 NA 71165 "Incidence"
"303" 1 8 9 1 NA 70327 "Incidence"
"304" 2 8 9 1 NA 69351 "Incidence"
"305" 1 9 9 1 NA 70044 "Incidence"
"306" 2 9 9 1 NA 71509 "Incidence"
"307" 1 10 9 1 NA 65884 "Incidence"
"308" 2 10 9 1 NA 69530 "Incidence"
"309" 1 11 9 1 NA 57612 "Incidence"
"310" 2 11 9 1 NA 61614 "Incidence"
"311" 1 12 9 1 NA 53787 "Incidence"
"312" 2 12 9 1 NA 57926 "Incidence"
"313" 1 13 9 1 NA 46974 "Incidence"
"314" 2 13 9 1 NA 52585 "Incidence"
"315" 1 14 9 1 NA 37734 "Incidence"
"316" 2 14 9 1 NA 45092 "Incidence"
"317" 1 15 9 1 NA 40229 "Incidence"
"318" 2 15 9 1 NA 51953 "Incidence"
"319" 1 16 9 1 NA 31986 "Incidence"
"320" 2 16 9 1 NA 44898 "Incidence"
"321" 1 17 9 1 NA 18077 "Incidence"
"322" 2 17 9 1 NA 32400 "Incidence"
"323" 1 18 9 1 NA 9546 "Incidence"
"324" 2 18 9 1 NA 26880 "Incidence"
"325" 1 1 10 1 NA 38217 "Incidence"
"326" 2 1 10 1 NA 36185 "Incidence"
"327" 1 2 10 1 NA 34911 "Incidence"
"328" 2 2 10 1 NA 32660 "Incidence"
"329" 1 3 10 1 NA 32754 "Incidence"
"330" 2 3 10 1 NA 30974 "Incidence"
"331" 1 4 10 1 NA 36012 "Incidence"
"332" 2 4 10 1 NA 34010 "Incidence"
"333" 1 5 10 1 NA 45971 "Incidence"
"334" 2 5 10 1 NA 44749 "Incidence"
"335" 1 6 10 1 NA 63294 "Incidence"
"336" 2 6 10 1 NA 60951 "Incidence"
"337" 1 7 10 1 NA 72785 "Incidence"
"338" 2 7 10 1 NA 70186 "Incidence"
"339" 1 8 10 1 NA 71052 "Incidence"
"340" 2 8 10 1 NA 69709 "Incidence"
"341" 1 9 10 1 NA 70029 "Incidence"
"342" 2 9 10 1 NA 70941 "Incidence"
"343" 1 10 10 1 NA 67201 "Incidence"
"344" 2 10 10 1 NA 70666 "Incidence"
"345" 1 11 10 1 NA 59685 "Incidence"
"346" 2 11 10 1 NA 64036 "Incidence"
"347" 1 12 10 1 NA 54180 "Incidence"
"348" 2 12 10 1 NA 58566 "Incidence"
"349" 1 13 10 1 NA 48591 "Incidence"
"350" 2 13 10 1 NA 54312 "Incidence"
"351" 1 14 10 1 NA 38380 "Incidence"
"352" 2 14 10 1 NA 45766 "Incidence"
"353" 1 15 10 1 NA 38152 "Incidence"
"354" 2 15 10 1 NA 49618 "Incidence"
"355" 1 16 10 1 NA 33099 "Incidence"
"356" 2 16 10 1 NA 46256 "Incidence"
"357" 1 17 10 1 NA 20078 "Incidence"
"358" 2 17 10 1 NA 34769 "Incidence"
"359" 1 18 10 1 NA 10867 "Incidence"
"360" 2 18 10 1 NA 29521 "Incidence"
"361" 1 1 1 2 2 5005 "Incidence"
"362" 2 1 1 2 4 4908 "Incidence"
"363" 1 2 1 2 2 6577 "Incidence"
"364" 2 2 1 2 2 6207 "Incidence"
"365" 1 3 1 2 2 8154 "Incidence"
"366" 2 3 1 2 2 7854 "Incidence"
"367" 1 4 1 2 2 8643 "Incidence"
"368" 2 4 1 2 2 8415 "Incidence"
"369" 1 5 1 2 2 8753 "Incidence"
"370" 2 5 1 2 2 8511 "Incidence"
"371" 1 6 1 2 2 9026 "Incidence"
"372" 2 6 1 2 2 8762 "Incidence"
"373" 1 7 1 2 2 8718 "Incidence"
"374" 2 7 1 2 2 8011 "Incidence"
"375" 1 8 1 2 2 7761 "Incidence"
"376" 2 8 1 2 2 7000 "Incidence"
"377" 1 9 1 2 4 7305 "Incidence"
"378" 2 9 1 2 2 6839 "Incidence"
"379" 1 10 1 2 2 6300 "Incidence"
"380" 2 10 1 2 2 5938 "Incidence"
"381" 1 11 1 2 3 5985 "Incidence"
"382" 2 11 1 2 3 5706 "Incidence"
"383" 1 12 1 2 5 6754 "Incidence"
"384" 2 12 1 2 3 6359 "Incidence"
"385" 1 13 1 2 3 6087 "Incidence"
"386" 2 13 1 2 3 6249 "Incidence"
"387" 1 14 1 2 3 4820 "Incidence"
"388" 2 14 1 2 2 5617 "Incidence"
"389" 1 15 1 2 2 3554 "Incidence"
"390" 2 15 1 2 2 4569 "Incidence"
"391" 1 16 1 2 3 2435 "Incidence"
"392" 2 16 1 2 2 3660 "Incidence"
"393" 1 17 1 2 2 1309 "Incidence"
"394" 2 17 1 2 2 2623 "Incidence"
"395" 1 18 1 2 2 689 "Incidence"
"396" 2 18 1 2 2 1747 "Incidence"
"397" 1 1 2 2 2 4621 "Incidence"
"398" 2 1 2 2 2 4573 "Incidence"
"399" 1 2 2 2 2 5886 "Incidence"
"400" 2 2 2 2 3 5533 "Incidence"
"401" 1 3 2 2 2 7739 "Incidence"
"402" 2 3 2 2 2 7422 "Incidence"
"403" 1 4 2 2 3 8576 "Incidence"
"404" 2 4 2 2 2 8342 "Incidence"
"405" 1 5 2 2 3 8627 "Incidence"
"406" 2 5 2 2 2 8390 "Incidence"
"407" 1 6 2 2 3 9064 "Incidence"
"408" 2 6 2 2 3 8911 "Incidence"
"409" 1 7 2 2 2 9046 "Incidence"
"410" 2 7 2 2 2 8540 "Incidence"
"411" 1 8 2 2 2 8019 "Incidence"
"412" 2 8 2 2 2 7171 "Incidence"
"413" 1 9 2 2 2 7581 "Incidence"
"414" 2 9 2 2 2 7144 "Incidence"
"415" 1 10 2 2 2 6693 "Incidence"
"416" 2 10 2 2 3 6287 "Incidence"
"417" 1 11 2 2 4 5661 "Incidence"
"418" 2 11 2 2 3 5483 "Incidence"
"419" 1 12 2 2 4 6591 "Incidence"
"420" 2 12 2 2 3 6284 "Incidence"
"421" 1 13 2 2 3 6331 "Incidence"
"422" 2 13 2 2 3 6349 "Incidence"
"423" 1 14 2 2 4 5192 "Incidence"
"424" 2 14 2 2 2 5896 "Incidence"
"425" 1 15 2 2 3 3765 "Incidence"
"426" 2 15 2 2 3 4812 "Incidence"
"427" 1 16 2 2 3 2556 "Incidence"
"428" 2 16 2 2 3 3789 "Incidence"
"429" 1 17 2 2 2 1410 "Incidence"
"430" 2 17 2 2 2 2802 "Incidence"
"431" 1 18 2 2 2 753 "Incidence"
"432" 2 18 2 2 2 1958 "Incidence"
"433" 1 1 3 2 2 4549 "Incidence"
"434" 2 1 3 2 2 4435 "Incidence"
"435" 1 2 3 2 3 5356 "Incidence"
"436" 2 2 3 2 2 5167 "Incidence"
"437" 1 3 3 2 2 7028 "Incidence"
"438" 2 3 3 2 3 6711 "Incidence"
"439" 1 4 3 2 2 8310 "Incidence"
"440" 2 4 3 2 3 8049 "Incidence"
"441" 1 5 3 2 2 8644 "Incidence"
"442" 2 5 3 2 2 8456 "Incidence"
"443" 1 6 3 2 2 8936 "Incidence"
"444" 2 6 3 2 3 8718 "Incidence"
"445" 1 7 3 2 3 9191 "Incidence"
"446" 2 7 3 2 2 8847 "Incidence"
"447" 1 8 3 2 3 8608 "Incidence"
"448" 2 8 3 2 2 7969 "Incidence"
"449" 1 9 3 2 4 7851 "Incidence"
"450" 2 9 3 2 2 7264 "Incidence"
"451" 1 10 3 2 4 7130 "Incidence"
"452" 2 10 3 2 3 6732 "Incidence"
"453" 1 11 3 2 2 6142 "Incidence"
"454" 2 11 3 2 3 5816 "Incidence"
"455" 1 12 3 2 2 6050 "Incidence"
"456" 2 12 3 2 2 5862 "Incidence"
"457" 1 13 3 2 3 6407 "Incidence"
"458" 2 13 3 2 2 6369 "Incidence"
"459" 1 14 3 2 5 5531 "Incidence"
"460" 2 14 3 2 2 6020 "Incidence"
"461" 1 15 3 2 5 4086 "Incidence"
"462" 2 15 3 2 4 5165 "Incidence"
"463" 1 16 3 2 3 2669 "Incidence"
"464" 2 16 3 2 4 4016 "Incidence"
"465" 1 17 3 2 2 1532 "Incidence"
"466" 2 17 3 2 2 2908 "Incidence"
"467" 1 18 3 2 2 828 "Incidence"
"468" 2 18 3 2 2 2220 "Incidence"
"469" 1 1 4 2 2 4477 "Incidence"
"470" 2 1 4 2 2 4297 "Incidence"
"471" 1 2 4 2 2 4826 "Incidence"
"472" 2 2 4 2 2 4801 "Incidence"
"473" 1 3 4 2 2 6317 "Incidence"
"474" 2 3 4 2 2 6000 "Incidence"
"475" 1 4 4 2 2 8044 "Incidence"
"476" 2 4 4 2 2 7756 "Incidence"
"477" 1 5 4 2 2 8661 "Incidence"
"478" 2 5 4 2 4 8522 "Incidence"
"479" 1 6 4 2 3 8808 "Incidence"
"480" 2 6 4 2 2 8525 "Incidence"
"481" 1 7 4 2 3 9336 "Incidence"
"482" 2 7 4 2 2 9154 "Incidence"
"483" 1 8 4 2 2 9197 "Incidence"
"484" 2 8 4 2 3 8767 "Incidence"
"485" 1 9 4 2 2 8121 "Incidence"
"486" 2 9 4 2 3 7384 "Incidence"
"487" 1 10 4 2 4 7567 "Incidence"
"488" 2 10 4 2 2 7177 "Incidence"
"489" 1 11 4 2 3 6623 "Incidence"
"490" 2 11 4 2 2 6149 "Incidence"
"491" 1 12 4 2 2 5509 "Incidence"
"492" 2 12 4 2 2 5440 "Incidence"
"493" 1 13 4 2 2 6483 "Incidence"
"494" 2 13 4 2 4 6389 "Incidence"
"495" 1 14 4 2 4 5870 "Incidence"
"496" 2 14 4 2 4 6144 "Incidence"
"497" 1 15 4 2 4 4407 "Incidence"
"498" 2 15 4 2 5 5518 "Incidence"
"499" 1 16 4 2 4 2782 "Incidence"
"500" 2 16 4 2 3 4243 "Incidence"
"501" 1 17 4 2 3 1654 "Incidence"
"502" 2 17 4 2 2 3014 "Incidence"
"503" 1 18 4 2 2 903 "Incidence"
"504" 2 18 4 2 2 2482 "Incidence"
"505" 1 1 5 2 2 4631 "Incidence"
"506" 2 1 5 2 2 4449 "Incidence"
"507" 1 2 5 2 2 4675 "Incidence"
"508" 2 2 5 2 2 4638 "Incidence"
"509" 1 3 5 2 2 5738 "Incidence"
"510" 2 3 5 2 2 5491 "Incidence"
"511" 1 4 5 2 3 7433 "Incidence"
"512" 2 4 5 2 2 7156 "Incidence"
"513" 1 5 5 2 2 8503 "Incidence"
"514" 2 5 5 2 2 8283 "Incidence"
"515" 1 6 5 2 2 8930 "Incidence"
"516" 2 6 5 2 3 8625 "Incidence"
"517" 1 7 5 2 2 9418 "Incidence"
"518" 2 7 5 2 4 9188 "Incidence"
"519" 1 8 5 2 3 9505 "Incidence"
"520" 2 8 5 2 4 9213 "Incidence"
"521" 1 9 5 2 2 8713 "Incidence"
"522" 2 9 5 2 3 8032 "Incidence"
"523" 1 10 5 2 2 7985 "Incidence"
"524" 2 10 5 2 2 7456 "Incidence"
"525" 1 11 5 2 2 7081 "Incidence"
"526" 2 11 5 2 3 6630 "Incidence"
"527" 1 12 5 2 2 5848 "Incidence"
"528" 2 12 5 2 4 5655 "Incidence"
"529" 1 13 5 2 2 6094 "Incidence"
"530" 2 13 5 2 5 6053 "Incidence"
"531" 1 14 5 2 4 6065 "Incidence"
"532" 2 14 5 2 3 6237 "Incidence"
"533" 1 15 5 2 6 4727 "Incidence"
"534" 2 15 5 2 6 5698 "Incidence"
"535" 1 16 5 2 5 3062 "Incidence"
"536" 2 16 5 2 2 4556 "Incidence"
"537" 1 17 5 2 3 1768 "Incidence"
"538" 2 17 5 2 3 3216 "Incidence"
"539" 1 18 5 2 2 1028 "Incidence"
"540" 2 18 5 2 2 2725 "Incidence"
"541" 1 1 6 2 2 4847 "Incidence"
"542" 2 1 6 2 3 4711 "Incidence"
"543" 1 2 6 2 2 4659 "Incidence"
"544" 2 2 6 2 2 4542 "Incidence"
"545" 1 3 6 2 3 5208 "Incidence"
"546" 2 3 6 2 2 5063 "Incidence"
"547" 1 4 6 2 2 6705 "Incidence"
"548" 2 4 6 2 2 6448 "Incidence"
"549" 1 5 6 2 2 8305 "Incidence"
"550" 2 5 6 2 2 7955 "Incidence"
"551" 1 6 6 2 2 9144 "Incidence"
"552" 2 6 6 2 3 8819 "Incidence"
"553" 1 7 6 2 2 9490 "Incidence"
"554" 2 7 6 2 2 9122 "Incidence"
"555" 1 8 6 2 2 9725 "Incidence"
"556" 2 8 6 2 2 9533 "Incidence"
"557" 1 9 6 2 2 9407 "Incidence"
"558" 2 9 6 2 3 8860 "Incidence"
"559" 1 10 6 2 3 8391 "Incidence"
"560" 2 10 6 2 2 7666 "Incidence"
"561" 1 11 6 2 2 7539 "Incidence"
"562" 2 11 6 2 2 7134 "Incidence"
"563" 1 12 6 2 2 6486 "Incidence"
"564" 2 12 6 2 3 6099 "Incidence"
"565" 1 13 6 2 5 5544 "Incidence"
"566" 2 13 6 2 2 5595 "Incidence"
"567" 1 14 6 2 3 6207 "Incidence"
"568" 2 14 6 2 5 6319 "Incidence"
"569" 1 15 6 2 4 5051 "Incidence"
"570" 2 15 6 2 2 5828 "Incidence"
"571" 1 16 6 2 6 3388 "Incidence"
"572" 2 16 6 2 3 4904 "Incidence"
"573" 1 17 6 2 3 1876 "Incidence"
"574" 2 17 6 2 3 3438 "Incidence"
"575" 1 18 6 2 2 1168 "Incidence"
"576" 2 18 6 2 3 2951 "Incidence"
"577" 1 1 7 2 2 5111 "Incidence"
"578" 2 1 7 2 2 4990 "Incidence"
